Episode,Average Reward
1,15.0
2,24.6
3,21.1
4,22.5
5,19.6
6,24.3
7,19.3
8,20.0
9,17.7
10,20.1
11,19.5
12,26.9
13,23.3
14,19.9
15,22.7
16,23.4
17,30.5
18,22.4
19,25.2
20,19.2
21,22.7
22,28.7
23,21.0
24,28.3
25,27.0
26,32.1
27,25.3
28,22.8
29,23.9
30,30.8
31,27.8
32,32.6
33,23.5
34,42.0
35,26.5
36,41.1
37,38.3
38,33.4
39,22.4
40,32.9
41,34.4
42,32.5
43,41.0
44,23.2
45,32.7
46,28.2
47,26.7
48,56.3
49,30.6
50,29.3
51,44.2
52,48.0
53,50.8
54,35.6
55,65.2
56,38.4
57,31.0
58,50.7
59,36.4
60,46.7
61,58.5
62,40.6
63,52.3
64,48.9
65,39.5
66,54.0
67,39.2
68,48.0
69,43.4
70,44.7
71,43.4
72,47.0
73,38.5
74,50.2
75,53.9
76,42.8
77,59.2
78,57.5
79,51.2
80,58.5
81,64.4
82,64.6
83,50.0
84,52.7
85,69.9
86,72.1
87,62.6
88,53.2
89,64.4
90,69.4
91,72.4
92,53.5
93,62.8
94,63.7
95,59.6
96,67.4
97,57.1
98,64.4
99,62.6
100,46.7
101,44.2
102,57.4
103,48.6
104,48.8
105,46.6
106,45.7
107,50.8
108,32.8
109,40.4
110,32.5
111,38.2
112,39.3
113,35.2
114,41.9
115,54.5
116,42.2
117,37.9
118,40.1
119,44.7
120,46.1
121,53.4
122,50.4
123,57.1
124,45.5
125,77.1
126,54.0
127,76.0
128,52.0
129,74.6
130,70.5
131,55.1
132,68.5
133,86.9
134,77.8
135,76.1
136,74.3
137,58.0
138,63.5
139,47.6
140,75.7
141,59.7
142,56.6
143,64.7
144,88.1
145,63.9
146,68.4
147,67.2
148,66.6
149,67.0
150,86.2
151,70.9
152,100.1
153,75.0
154,68.0
155,61.2
156,76.7
157,77.6
158,62.8
159,74.4
160,74.2
161,81.2
162,80.2
163,86.9
164,66.4
165,62.9
166,71.4
167,66.3
168,76.5
169,79.3
170,81.0
171,70.1
172,84.3
173,66.6
174,81.9
175,79.0
176,72.7
177,94.0
178,83.7
179,89.2
180,68.0
181,76.6
182,99.4
183,95.2
184,102.5
185,78.9
186,78.7
187,96.3
188,88.4
189,80.4
190,77.8
191,80.8
192,76.8
193,64.1
194,61.0
195,96.6
196,64.1
197,70.2
198,67.1
199,70.2
200,55.4
201,62.4
202,67.0
203,70.3
204,106.8
205,65.6
206,58.8
207,64.7
208,60.9
209,60.3
210,108.2
211,66.7
212,56.1
213,73.2
214,81.3
215,76.4
216,75.1
217,76.9
218,73.4
219,105.4
220,87.8
221,102.3
