Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
12.0,23.0,13.0,30.0,11.0,15.0,22.0,13.0,14.0,20.0
12.0,14.0,19.0,13.0,18.0,26.0,22.0,9.0,23.0,22.0
18.0,27.0,31.0,13.0,18.0,47.0,17.0,18.0,28.0,24.0
14.0,11.0,12.0,9.0,20.0,21.0,65.0,14.0,20.0,23.0
15.0,20.0,16.0,14.0,21.0,33.0,21.0,11.0,14.0,11.0
22.0,20.0,12.0,28.0,48.0,18.0,24.0,31.0,21.0,26.0
14.0,26.0,20.0,14.0,11.0,13.0,26.0,33.0,19.0,31.0
14.0,38.0,18.0,32.0,15.0,11.0,48.0,12.0,15.0,11.0
19.0,38.0,13.0,26.0,12.0,27.0,89.0,17.0,13.0,13.0
18.0,16.0,39.0,24.0,25.0,10.0,13.0,12.0,18.0,28.0
18.0,36.0,25.0,17.0,26.0,26.0,45.0,13.0,21.0,15.0
17.0,18.0,11.0,22.0,25.0,25.0,90.0,16.0,17.0,25.0
16.0,17.0,23.0,20.0,13.0,8.0,38.0,14.0,18.0,10.0
14.0,13.0,17.0,28.0,11.0,18.0,27.0,31.0,18.0,41.0
10.0,23.0,19.0,10.0,52.0,18.0,61.0,27.0,12.0,17.0
12.0,32.0,12.0,21.0,13.0,9.0,20.0,25.0,24.0,18.0
17.0,21.0,37.0,12.0,32.0,14.0,33.0,23.0,25.0,24.0
12.0,16.0,41.0,50.0,12.0,28.0,87.0,24.0,18.0,18.0
36.0,18.0,29.0,18.0,15.0,20.0,81.0,21.0,23.0,14.0
12.0,20.0,16.0,27.0,12.0,9.0,96.0,9.0,16.0,36.0
15.0,15.0,15.0,20.0,34.0,16.0,18.0,32.0,15.0,14.0
9.0,43.0,37.0,14.0,10.0,17.0,30.0,20.0,14.0,15.0
39.0,29.0,44.0,12.0,24.0,10.0,109.0,28.0,68.0,25.0
10.0,15.0,30.0,19.0,30.0,33.0,26.0,23.0,16.0,51.0
9.0,13.0,16.0,18.0,35.0,16.0,60.0,24.0,20.0,13.0
20.0,93.0,13.0,27.0,22.0,16.0,76.0,17.0,23.0,63.0
12.0,13.0,18.0,19.0,19.0,15.0,34.0,22.0,46.0,11.0
13.0,13.0,17.0,48.0,12.0,46.0,29.0,24.0,49.0,14.0
38.0,45.0,11.0,16.0,15.0,16.0,29.0,18.0,33.0,49.0
23.0,34.0,14.0,14.0,12.0,17.0,45.0,17.0,24.0,31.0
9.0,23.0,27.0,20.0,39.0,15.0,40.0,10.0,20.0,13.0
41.0,37.0,73.0,16.0,12.0,34.0,119.0,23.0,16.0,21.0
14.0,34.0,21.0,24.0,16.0,11.0,51.0,20.0,21.0,42.0
14.0,19.0,15.0,37.0,30.0,10.0,20.0,27.0,18.0,21.0
14.0,29.0,18.0,24.0,29.0,12.0,14.0,11.0,21.0,12.0
13.0,33.0,11.0,18.0,31.0,10.0,17.0,30.0,35.0,17.0
38.0,18.0,14.0,19.0,11.0,16.0,131.0,24.0,11.0,31.0
11.0,19.0,32.0,28.0,13.0,22.0,77.0,22.0,16.0,9.0
34.0,91.0,74.0,31.0,17.0,20.0,34.0,10.0,15.0,14.0
12.0,42.0,21.0,12.0,49.0,14.0,21.0,15.0,13.0,16.0
15.0,20.0,18.0,29.0,43.0,34.0,52.0,11.0,38.0,10.0
25.0,39.0,45.0,11.0,48.0,13.0,38.0,21.0,19.0,9.0
29.0,33.0,22.0,36.0,20.0,14.0,24.0,17.0,18.0,22.0
15.0,59.0,19.0,46.0,47.0,22.0,102.0,16.0,14.0,18.0
19.0,27.0,19.0,17.0,56.0,33.0,18.0,30.0,20.0,11.0
36.0,138.0,35.0,16.0,38.0,21.0,42.0,54.0,18.0,14.0
47.0,40.0,40.0,19.0,87.0,19.0,37.0,14.0,14.0,16.0
18.0,23.0,29.0,15.0,25.0,12.0,30.0,22.0,18.0,30.0
11.0,36.0,23.0,23.0,23.0,19.0,45.0,56.0,98.0,15.0
9.0,47.0,33.0,14.0,25.0,17.0,20.0,20.0,14.0,22.0
12.0,29.0,15.0,37.0,50.0,22.0,64.0,15.0,35.0,11.0
17.0,31.0,34.0,26.0,74.0,24.0,68.0,13.0,16.0,38.0
24.0,13.0,57.0,76.0,37.0,20.0,186.0,52.0,30.0,15.0
19.0,64.0,63.0,15.0,30.0,28.0,65.0,24.0,37.0,15.0
19.0,34.0,30.0,12.0,45.0,43.0,55.0,26.0,43.0,15.0
16.0,27.0,28.0,24.0,113.0,17.0,64.0,48.0,28.0,17.0
14.0,20.0,29.0,48.0,17.0,10.0,69.0,13.0,10.0,21.0
22.0,69.0,45.0,22.0,73.0,11.0,72.0,24.0,26.0,22.0
35.0,17.0,21.0,17.0,31.0,22.0,68.0,20.0,9.0,14.0
32.0,114.0,17.0,14.0,44.0,21.0,47.0,15.0,14.0,13.0
32.0,17.0,10.0,15.0,50.0,13.0,59.0,81.0,62.0,36.0
22.0,54.0,23.0,40.0,30.0,14.0,78.0,13.0,13.0,26.0
15.0,26.0,36.0,17.0,50.0,26.0,147.0,60.0,13.0,25.0
18.0,67.0,17.0,15.0,70.0,15.0,114.0,22.0,40.0,25.0
21.0,51.0,100.0,26.0,109.0,13.0,76.0,33.0,11.0,15.0
29.0,68.0,48.0,44.0,47.0,10.0,25.0,21.0,29.0,65.0
24.0,100.0,42.0,12.0,20.0,47.0,66.0,22.0,25.0,40.0
22.0,22.0,12.0,23.0,25.0,12.0,56.0,24.0,28.0,34.0
40.0,13.0,24.0,26.0,54.0,38.0,64.0,9.0,61.0,27.0
72.0,58.0,56.0,15.0,75.0,17.0,128.0,13.0,24.0,16.0
28.0,19.0,29.0,53.0,44.0,36.0,50.0,25.0,39.0,48.0
48.0,89.0,20.0,19.0,146.0,22.0,25.0,17.0,42.0,16.0
16.0,26.0,41.0,21.0,340.0,14.0,58.0,26.0,19.0,26.0
50.0,76.0,85.0,21.0,500.0,9.0,64.0,29.0,15.0,20.0
33.0,83.0,26.0,12.0,500.0,17.0,101.0,11.0,25.0,12.0
82.0,29.0,129.0,22.0,202.0,17.0,109.0,42.0,81.0,22.0
16.0,16.0,77.0,13.0,249.0,21.0,105.0,20.0,36.0,45.0
55.0,38.0,55.0,27.0,23.0,19.0,51.0,13.0,13.0,24.0
45.0,48.0,66.0,16.0,23.0,25.0,216.0,24.0,21.0,16.0
33.0,30.0,59.0,13.0,24.0,17.0,83.0,48.0,73.0,35.0
27.0,72.0,81.0,13.0,21.0,17.0,205.0,34.0,41.0,16.0
23.0,93.0,72.0,18.0,16.0,33.0,125.0,17.0,17.0,12.0
18.0,28.0,57.0,11.0,15.0,11.0,125.0,16.0,35.0,9.0
13.0,91.0,122.0,15.0,14.0,52.0,263.0,44.0,11.0,27.0
29.0,73.0,93.0,26.0,18.0,25.0,35.0,23.0,28.0,13.0
16.0,105.0,77.0,27.0,16.0,28.0,118.0,10.0,41.0,55.0
25.0,121.0,111.0,17.0,13.0,15.0,113.0,34.0,19.0,11.0
38.0,88.0,68.0,21.0,11.0,11.0,102.0,20.0,12.0,33.0
35.0,234.0,57.0,25.0,23.0,14.0,39.0,13.0,16.0,21.0
40.0,230.0,114.0,43.0,12.0,13.0,218.0,23.0,21.0,54.0
15.0,28.0,53.0,12.0,14.0,21.0,158.0,27.0,26.0,26.0
19.0,106.0,54.0,15.0,20.0,18.0,283.0,24.0,52.0,22.0
26.0,141.0,54.0,26.0,21.0,15.0,153.0,19.0,17.0,20.0
26.0,125.0,34.0,27.0,31.0,11.0,125.0,19.0,13.0,134.0
18.0,102.0,33.0,13.0,20.0,30.0,120.0,17.0,46.0,11.0
22.0,106.0,25.0,16.0,33.0,19.0,152.0,11.0,38.0,12.0
37.0,70.0,42.0,15.0,19.0,18.0,132.0,22.0,25.0,15.0
93.0,50.0,30.0,13.0,38.0,15.0,137.0,27.0,28.0,23.0
60.0,30.0,31.0,19.0,96.0,15.0,72.0,60.0,43.0,11.0
16.0,64.0,35.0,19.0,93.0,16.0,204.0,23.0,55.0,27.0
23.0,67.0,39.0,13.0,126.0,9.0,90.0,20.0,45.0,29.0
22.0,82.0,43.0,22.0,29.0,23.0,197.0,50.0,22.0,11.0
25.0,117.0,35.0,16.0,137.0,27.0,203.0,14.0,33.0,38.0
75.0,141.0,43.0,26.0,179.0,29.0,153.0,50.0,14.0,17.0
17.0,205.0,45.0,13.0,131.0,13.0,176.0,18.0,37.0,46.0
42.0,112.0,43.0,141.0,155.0,56.0,156.0,19.0,35.0,21.0
23.0,137.0,35.0,42.0,227.0,38.0,256.0,16.0,43.0,26.0
12.0,73.0,80.0,12.0,204.0,19.0,264.0,27.0,17.0,33.0
18.0,98.0,84.0,14.0,292.0,33.0,73.0,9.0,27.0,38.0
16.0,77.0,52.0,20.0,500.0,28.0,149.0,45.0,21.0,17.0
31.0,72.0,83.0,16.0,500.0,30.0,286.0,15.0,15.0,47.0
33.0,29.0,73.0,57.0,500.0,17.0,139.0,17.0,24.0,19.0
36.0,85.0,56.0,15.0,500.0,15.0,332.0,22.0,36.0,14.0
33.0,85.0,87.0,28.0,500.0,21.0,330.0,13.0,16.0,21.0
54.0,85.0,87.0,12.0,320.0,37.0,354.0,21.0,20.0,18.0
30.0,68.0,59.0,36.0,376.0,12.0,228.0,21.0,44.0,24.0
23.0,72.0,101.0,12.0,326.0,20.0,258.0,18.0,28.0,13.0
34.0,116.0,121.0,33.0,243.0,17.0,183.0,22.0,23.0,24.0
53.0,87.0,63.0,13.0,290.0,27.0,130.0,24.0,32.0,24.0
50.0,33.0,92.0,21.0,220.0,9.0,194.0,34.0,18.0,16.0
20.0,42.0,88.0,14.0,265.0,25.0,369.0,76.0,28.0,22.0
22.0,82.0,69.0,13.0,225.0,26.0,189.0,14.0,33.0,34.0
40.0,60.0,79.0,10.0,242.0,36.0,254.0,37.0,49.0,18.0
43.0,169.0,92.0,31.0,302.0,13.0,221.0,24.0,35.0,11.0
30.0,180.0,62.0,13.0,337.0,22.0,94.0,23.0,51.0,27.0
24.0,127.0,101.0,15.0,329.0,12.0,228.0,79.0,13.0,17.0
36.0,151.0,81.0,16.0,254.0,23.0,184.0,21.0,25.0,42.0
20.0,113.0,137.0,13.0,252.0,16.0,182.0,33.0,27.0,17.0
35.0,251.0,58.0,112.0,240.0,18.0,20.0,12.0,22.0,31.0
28.0,61.0,163.0,19.0,242.0,18.0,170.0,77.0,48.0,58.0
91.0,185.0,111.0,13.0,205.0,11.0,237.0,28.0,15.0,17.0
63.0,87.0,87.0,12.0,203.0,36.0,167.0,14.0,15.0,14.0
50.0,116.0,62.0,29.0,218.0,14.0,124.0,46.0,28.0,12.0
18.0,94.0,94.0,10.0,253.0,21.0,227.0,21.0,24.0,21.0
34.0,123.0,48.0,15.0,323.0,13.0,118.0,39.0,58.0,47.0
21.0,103.0,44.0,19.0,347.0,28.0,163.0,47.0,57.0,9.0
26.0,105.0,119.0,19.0,399.0,36.0,156.0,23.0,16.0,22.0
41.0,175.0,107.0,22.0,367.0,11.0,135.0,12.0,32.0,15.0
21.0,63.0,128.0,23.0,396.0,10.0,98.0,24.0,39.0,65.0
86.0,60.0,62.0,28.0,500.0,12.0,144.0,18.0,41.0,37.0
60.0,127.0,59.0,10.0,498.0,12.0,141.0,34.0,24.0,34.0
10.0,43.0,75.0,26.0,500.0,37.0,149.0,18.0,51.0,23.0
112.0,120.0,141.0,20.0,500.0,18.0,136.0,21.0,67.0,32.0
97.0,75.0,77.0,15.0,482.0,12.0,131.0,39.0,24.0,35.0
23.0,119.0,93.0,24.0,294.0,18.0,195.0,33.0,19.0,16.0
56.0,116.0,83.0,15.0,274.0,26.0,214.0,18.0,12.0,31.0
51.0,213.0,127.0,15.0,294.0,65.0,223.0,54.0,31.0,10.0
74.0,97.0,175.0,13.0,288.0,23.0,181.0,41.0,25.0,13.0
88.0,40.0,71.0,31.0,289.0,20.0,120.0,19.0,16.0,26.0
27.0,351.0,62.0,19.0,291.0,10.0,143.0,35.0,16.0,19.0
43.0,119.0,84.0,36.0,282.0,21.0,149.0,24.0,122.0,31.0
69.0,128.0,111.0,36.0,87.0,12.0,147.0,27.0,10.0,21.0
21.0,248.0,76.0,32.0,283.0,27.0,167.0,15.0,59.0,18.0
22.0,141.0,149.0,17.0,263.0,19.0,135.0,15.0,21.0,77.0
19.0,132.0,80.0,17.0,272.0,20.0,167.0,23.0,25.0,97.0
33.0,167.0,70.0,12.0,287.0,28.0,128.0,16.0,24.0,20.0
65.0,185.0,152.0,47.0,296.0,17.0,99.0,20.0,29.0,14.0
48.0,173.0,88.0,20.0,309.0,29.0,138.0,29.0,25.0,20.0
51.0,69.0,81.0,19.0,255.0,22.0,169.0,21.0,34.0,71.0
39.0,137.0,79.0,15.0,275.0,15.0,144.0,12.0,27.0,111.0
52.0,193.0,119.0,10.0,295.0,15.0,141.0,37.0,77.0,15.0
88.0,59.0,142.0,18.0,49.0,26.0,109.0,37.0,31.0,12.0
99.0,90.0,153.0,20.0,262.0,23.0,135.0,22.0,26.0,24.0
30.0,313.0,94.0,12.0,42.0,20.0,172.0,14.0,49.0,41.0
92.0,191.0,132.0,29.0,278.0,16.0,141.0,28.0,31.0,10.0
28.0,208.0,102.0,11.0,14.0,22.0,113.0,17.0,39.0,26.0
67.0,287.0,97.0,28.0,13.0,15.0,100.0,13.0,47.0,40.0
48.0,166.0,161.0,26.0,128.0,29.0,148.0,24.0,66.0,16.0
37.0,46.0,137.0,18.0,128.0,29.0,137.0,44.0,23.0,88.0
55.0,224.0,121.0,24.0,10.0,18.0,164.0,24.0,40.0,13.0
92.0,493.0,134.0,22.0,310.0,15.0,133.0,22.0,88.0,10.0
104.0,249.0,132.0,26.0,51.0,18.0,143.0,29.0,20.0,14.0
22.0,189.0,125.0,19.0,12.0,21.0,144.0,22.0,15.0,44.0
46.0,500.0,154.0,28.0,14.0,34.0,149.0,27.0,44.0,21.0
17.0,246.0,129.0,31.0,13.0,15.0,163.0,17.0,78.0,19.0
34.0,288.0,128.0,14.0,12.0,20.0,207.0,29.0,36.0,23.0
21.0,149.0,149.0,15.0,14.0,11.0,190.0,10.0,31.0,19.0
20.0,91.0,126.0,20.0,10.0,25.0,357.0,16.0,44.0,28.0
16.0,104.0,148.0,17.0,11.0,33.0,270.0,42.0,35.0,89.0
88.0,88.0,190.0,22.0,11.0,73.0,307.0,27.0,31.0,18.0
37.0,80.0,159.0,21.0,11.0,22.0,175.0,42.0,42.0,57.0
38.0,106.0,125.0,23.0,52.0,13.0,500.0,21.0,60.0,22.0
183.0,37.0,182.0,28.0,35.0,9.0,413.0,23.0,29.0,47.0
22.0,81.0,156.0,14.0,11.0,18.0,500.0,64.0,81.0,34.0
