Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
14.0,24.0,24.0,24.0,18.0,21.0,13.0,12.0,22.0,13.0
26.0,13.0,13.0,24.0,14.0,30.0,17.0,32.0,11.0,29.0
15.0,20.0,37.0,10.0,19.0,16.0,30.0,23.0,14.0,11.0
13.0,12.0,18.0,15.0,22.0,16.0,11.0,18.0,38.0,27.0
45.0,54.0,20.0,14.0,13.0,10.0,60.0,12.0,25.0,24.0
10.0,17.0,59.0,26.0,11.0,100.0,21.0,16.0,11.0,18.0
31.0,35.0,34.0,8.0,11.0,12.0,68.0,16.0,18.0,9.0
20.0,12.0,20.0,27.0,22.0,17.0,11.0,15.0,17.0,19.0
12.0,18.0,18.0,34.0,14.0,30.0,17.0,12.0,12.0,43.0
25.0,15.0,126.0,32.0,13.0,15.0,9.0,14.0,15.0,24.0
15.0,30.0,26.0,17.0,18.0,13.0,16.0,52.0,19.0,18.0
37.0,13.0,24.0,14.0,26.0,30.0,30.0,62.0,65.0,23.0
22.0,21.0,17.0,12.0,10.0,12.0,19.0,16.0,14.0,22.0
21.0,32.0,12.0,29.0,11.0,23.0,28.0,16.0,21.0,12.0
20.0,13.0,19.0,14.0,9.0,12.0,13.0,10.0,22.0,16.0
24.0,13.0,58.0,13.0,13.0,33.0,22.0,10.0,11.0,22.0
21.0,18.0,28.0,35.0,11.0,16.0,42.0,22.0,19.0,11.0
15.0,40.0,36.0,18.0,12.0,11.0,27.0,18.0,46.0,11.0
14.0,20.0,65.0,13.0,10.0,23.0,19.0,21.0,10.0,17.0
12.0,25.0,50.0,10.0,41.0,29.0,18.0,14.0,25.0,21.0
18.0,37.0,49.0,16.0,9.0,24.0,11.0,12.0,31.0,13.0
29.0,13.0,45.0,16.0,15.0,17.0,23.0,15.0,25.0,20.0
22.0,18.0,44.0,30.0,11.0,15.0,21.0,21.0,35.0,9.0
18.0,19.0,27.0,22.0,11.0,13.0,14.0,24.0,19.0,12.0
15.0,24.0,15.0,16.0,18.0,30.0,18.0,11.0,19.0,21.0
41.0,37.0,27.0,65.0,16.0,20.0,24.0,15.0,17.0,17.0
13.0,20.0,53.0,16.0,9.0,21.0,22.0,15.0,54.0,18.0
17.0,11.0,70.0,15.0,15.0,25.0,18.0,13.0,13.0,11.0
15.0,49.0,60.0,30.0,15.0,13.0,21.0,25.0,23.0,17.0
