Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
24.0,23.0,35.0,41.0,14.0,30.0,15.0,20.0,11.0,31.0
36.0,15.0,26.0,17.0,20.0,20.0,8.0,41.0,18.0,12.0
11.0,16.0,10.0,12.0,22.0,18.0,33.0,22.0,19.0,12.0
9.0,29.0,38.0,23.0,18.0,20.0,11.0,14.0,40.0,12.0
17.0,13.0,13.0,39.0,25.0,12.0,31.0,23.0,12.0,34.0
24.0,9.0,80.0,15.0,55.0,10.0,26.0,22.0,17.0,20.0
54.0,18.0,31.0,20.0,33.0,19.0,24.0,17.0,23.0,17.0
16.0,16.0,19.0,13.0,25.0,11.0,47.0,19.0,32.0,22.0
14.0,18.0,9.0,20.0,12.0,40.0,28.0,13.0,28.0,22.0
14.0,12.0,70.0,16.0,10.0,13.0,22.0,20.0,19.0,28.0
13.0,20.0,21.0,36.0,39.0,21.0,37.0,18.0,9.0,21.0
26.0,14.0,50.0,11.0,16.0,20.0,30.0,14.0,16.0,11.0
32.0,12.0,14.0,16.0,17.0,15.0,23.0,23.0,31.0,13.0
32.0,26.0,16.0,15.0,16.0,19.0,30.0,43.0,41.0,26.0
25.0,11.0,21.0,21.0,28.0,22.0,42.0,13.0,50.0,21.0
48.0,20.0,44.0,24.0,30.0,13.0,46.0,16.0,20.0,19.0
27.0,12.0,16.0,14.0,16.0,10.0,25.0,14.0,11.0,16.0
79.0,43.0,32.0,25.0,25.0,14.0,34.0,14.0,25.0,10.0
29.0,12.0,21.0,15.0,26.0,9.0,14.0,17.0,11.0,45.0
15.0,16.0,19.0,12.0,41.0,17.0,11.0,23.0,13.0,10.0
49.0,19.0,44.0,15.0,27.0,17.0,11.0,24.0,16.0,15.0
29.0,40.0,15.0,14.0,50.0,13.0,33.0,12.0,48.0,14.0
41.0,12.0,36.0,14.0,32.0,25.0,31.0,20.0,12.0,12.0
50.0,16.0,37.0,23.0,27.0,24.0,25.0,14.0,13.0,12.0
21.0,15.0,51.0,18.0,43.0,10.0,34.0,12.0,16.0,13.0
19.0,36.0,45.0,11.0,65.0,13.0,39.0,16.0,10.0,19.0
49.0,11.0,33.0,22.0,41.0,18.0,22.0,49.0,22.0,40.0
18.0,28.0,55.0,11.0,75.0,11.0,98.0,13.0,34.0,23.0
18.0,19.0,65.0,17.0,139.0,15.0,42.0,13.0,36.0,21.0
47.0,36.0,99.0,16.0,114.0,25.0,28.0,11.0,13.0,25.0
28.0,26.0,38.0,17.0,46.0,28.0,44.0,12.0,25.0,15.0
20.0,30.0,46.0,17.0,28.0,44.0,48.0,20.0,14.0,58.0
60.0,22.0,56.0,15.0,63.0,14.0,85.0,8.0,13.0,12.0
48.0,23.0,59.0,48.0,54.0,26.0,60.0,48.0,10.0,17.0
20.0,22.0,127.0,22.0,24.0,11.0,32.0,17.0,28.0,48.0
32.0,30.0,53.0,16.0,58.0,42.0,59.0,19.0,14.0,18.0
23.0,15.0,39.0,26.0,27.0,46.0,139.0,17.0,26.0,15.0
17.0,14.0,29.0,43.0,18.0,14.0,175.0,17.0,45.0,13.0
12.0,10.0,36.0,16.0,23.0,27.0,36.0,27.0,33.0,14.0
37.0,17.0,32.0,19.0,53.0,12.0,71.0,23.0,20.0,12.0
62.0,15.0,40.0,15.0,48.0,10.0,31.0,16.0,15.0,22.0
16.0,47.0,47.0,23.0,19.0,15.0,42.0,51.0,19.0,36.0
19.0,32.0,49.0,35.0,23.0,19.0,68.0,21.0,16.0,23.0
25.0,17.0,27.0,38.0,45.0,42.0,48.0,13.0,46.0,22.0
25.0,30.0,104.0,11.0,30.0,12.0,151.0,19.0,22.0,31.0
46.0,21.0,43.0,16.0,31.0,18.0,69.0,42.0,22.0,31.0
39.0,41.0,95.0,13.0,137.0,12.0,76.0,34.0,19.0,30.0
56.0,31.0,41.0,15.0,53.0,15.0,95.0,20.0,35.0,56.0
107.0,148.0,28.0,12.0,178.0,22.0,69.0,31.0,69.0,23.0
42.0,19.0,34.0,17.0,194.0,29.0,84.0,15.0,35.0,10.0
32.0,49.0,107.0,18.0,97.0,15.0,159.0,28.0,13.0,37.0
26.0,30.0,71.0,14.0,28.0,43.0,120.0,16.0,72.0,24.0
21.0,23.0,84.0,29.0,262.0,24.0,113.0,17.0,89.0,14.0
17.0,55.0,70.0,17.0,78.0,13.0,120.0,20.0,37.0,16.0
44.0,22.0,73.0,44.0,20.0,14.0,140.0,11.0,24.0,10.0
37.0,27.0,61.0,32.0,185.0,13.0,60.0,21.0,16.0,34.0
16.0,76.0,21.0,37.0,310.0,18.0,198.0,28.0,15.0,64.0
24.0,37.0,16.0,17.0,143.0,24.0,108.0,13.0,13.0,23.0
22.0,30.0,137.0,10.0,269.0,28.0,117.0,58.0,32.0,10.0
32.0,24.0,132.0,21.0,265.0,19.0,116.0,25.0,16.0,15.0
60.0,15.0,75.0,15.0,46.0,45.0,60.0,25.0,51.0,26.0
49.0,61.0,350.0,12.0,100.0,27.0,31.0,49.0,25.0,24.0
66.0,43.0,72.0,28.0,40.0,24.0,30.0,16.0,57.0,30.0
13.0,14.0,169.0,12.0,91.0,32.0,103.0,22.0,17.0,52.0
28.0,20.0,210.0,25.0,91.0,18.0,26.0,10.0,85.0,18.0
66.0,52.0,77.0,36.0,85.0,15.0,98.0,34.0,21.0,26.0
60.0,68.0,69.0,36.0,82.0,71.0,117.0,43.0,39.0,14.0
33.0,35.0,98.0,27.0,99.0,12.0,114.0,36.0,39.0,20.0
26.0,15.0,59.0,14.0,97.0,11.0,206.0,30.0,34.0,11.0
80.0,22.0,126.0,23.0,109.0,21.0,114.0,49.0,31.0,46.0
33.0,21.0,98.0,34.0,60.0,14.0,101.0,32.0,26.0,20.0
18.0,43.0,134.0,13.0,131.0,9.0,46.0,29.0,14.0,20.0
64.0,41.0,118.0,25.0,129.0,36.0,56.0,15.0,18.0,38.0
59.0,16.0,124.0,12.0,130.0,65.0,41.0,25.0,71.0,32.0
57.0,31.0,138.0,21.0,156.0,12.0,32.0,13.0,33.0,36.0
51.0,25.0,500.0,14.0,160.0,20.0,55.0,19.0,14.0,16.0
23.0,44.0,500.0,12.0,255.0,21.0,127.0,13.0,14.0,24.0
121.0,67.0,500.0,25.0,165.0,25.0,137.0,22.0,19.0,17.0
31.0,44.0,500.0,14.0,265.0,15.0,201.0,19.0,21.0,27.0
23.0,60.0,483.0,16.0,220.0,10.0,87.0,20.0,40.0,28.0
