Episode,Agent 10
1.0,10.0
2.0,9.2
3.0,8.6
4.0,8.4
5.0,7.8
6.0,9.8
7.0,10.0
8.0,10.0
9.0,5.8
10.0,6.0
11.0,8.6
12.0,6.4
13.0,8.8
14.0,11.8
15.0,13.2
16.0,8.0
17.0,9.6
18.0,6.6
19.0,10.4
20.0,9.2
21.0,7.6
22.0,8.4
23.0,14.2
24.0,7.4
25.0,17.8
26.0,3.6
27.0,8.4
28.0,6.8
29.0,7.8
30.0,6.0
31.0,7.6
32.0,5.6
33.0,9.0
34.0,10.0
35.0,6.2
36.0,8.2
37.0,5.6
38.0,5.6
39.0,6.6
40.0,8.6
41.0,8.4
42.0,8.4
43.0,8.4
44.0,9.4
45.0,10.6
46.0,9.4
47.0,10.0
48.0,9.4
49.0,7.0
50.0,8.2
51.0,9.4
52.0,8.6
53.0,9.2
54.0,13.0
55.0,5.2
56.0,8.8
57.0,16.2
58.0,10.4
59.0,9.6
60.0,8.4
61.0,11.4
62.0,5.4
63.0,13.2
64.0,9.4
65.0,9.0
66.0,6.6
67.0,7.8
68.0,5.2
69.0,6.8
70.0,8.4
71.0,6.8
72.0,9.2
73.0,12.0
74.0,8.0
75.0,5.8
76.0,8.2
77.0,5.8
78.0,14.0
79.0,7.6
80.0,7.8
81.0,8.2
82.0,12.6
83.0,9.8
84.0,7.6
85.0,8.6
86.0,7.0
87.0,7.8
88.0,8.0
89.0,9.4
90.0,5.6
91.0,7.4
92.0,7.2
93.0,6.4
94.0,8.4
95.0,4.6
96.0,5.6
97.0,9.8
98.0,12.8
99.0,8.0
100.0,8.2
101.0,10.4
102.0,6.0
103.0,10.0
104.0,10.0
105.0,6.4
106.0,8.0
107.0,9.0
108.0,8.4
109.0,8.0
110.0,8.8
111.0,8.0
112.0,6.8
113.0,8.6
114.0,8.6
115.0,7.6
116.0,7.4
117.0,5.8
118.0,6.4
119.0,7.8
120.0,8.0
121.0,9.2
122.0,7.8
123.0,9.0
124.0,12.0
125.0,7.6
126.0,9.8
127.0,6.4
128.0,8.6
129.0,8.8
130.0,5.2
131.0,11.0
132.0,5.0
133.0,10.0
134.0,11.4
135.0,6.6
136.0,9.2
137.0,7.4
138.0,9.2
