Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
21.0,10.0,28.0,26.0,23.0,16.0,21.0,25.0,30.0,20.0
13.0,11.0,14.0,14.0,16.0,11.0,56.0,31.0,16.0,16.0
27.0,42.0,11.0,14.0,30.0,22.0,42.0,12.0,25.0,35.0
10.0,22.0,35.0,12.0,25.0,19.0,42.0,33.0,19.0,10.0
13.0,23.0,13.0,33.0,25.0,12.0,16.0,17.0,22.0,23.0
24.0,30.0,19.0,27.0,15.0,13.0,16.0,21.0,12.0,21.0
27.0,30.0,15.0,21.0,22.0,42.0,52.0,17.0,21.0,20.0
11.0,11.0,17.0,27.0,41.0,17.0,52.0,15.0,37.0,14.0
54.0,18.0,21.0,38.0,29.0,10.0,23.0,22.0,15.0,30.0
12.0,26.0,17.0,27.0,27.0,19.0,25.0,32.0,30.0,10.0
13.0,22.0,18.0,26.0,37.0,15.0,37.0,16.0,41.0,10.0
22.0,31.0,15.0,45.0,52.0,16.0,15.0,28.0,27.0,18.0
22.0,32.0,30.0,17.0,55.0,45.0,17.0,43.0,14.0,43.0
21.0,14.0,16.0,11.0,132.0,46.0,11.0,46.0,13.0,34.0
10.0,41.0,54.0,19.0,107.0,10.0,13.0,18.0,12.0,21.0
18.0,12.0,10.0,12.0,84.0,12.0,30.0,17.0,73.0,21.0
26.0,42.0,28.0,19.0,54.0,16.0,21.0,64.0,16.0,19.0
35.0,44.0,27.0,11.0,34.0,19.0,41.0,27.0,49.0,24.0
16.0,17.0,11.0,12.0,45.0,9.0,18.0,25.0,32.0,20.0
26.0,22.0,31.0,15.0,65.0,29.0,20.0,17.0,21.0,25.0
22.0,23.0,36.0,17.0,86.0,10.0,12.0,16.0,23.0,16.0
28.0,27.0,20.0,62.0,124.0,18.0,16.0,22.0,27.0,25.0
18.0,13.0,22.0,12.0,65.0,18.0,58.0,16.0,12.0,13.0
34.0,21.0,25.0,15.0,124.0,20.0,33.0,12.0,24.0,23.0
