Episode,Agent 1
1.0,5.8
2.0,10.2
3.0,7.4
4.0,6.2
5.0,11.0
6.0,8.6
7.0,10.0
8.0,7.8
9.0,10.0
10.0,10.4
11.0,10.0
12.0,8.4
13.0,9.2
14.0,8.8
15.0,5.4
16.0,11.4
17.0,8.4
18.0,6.8
19.0,11.0
20.0,11.4
21.0,8.2
22.0,7.6
23.0,8.6
24.0,9.0
25.0,9.6
26.0,6.2
27.0,8.6
28.0,9.0
29.0,5.6
30.0,8.2
31.0,5.6
32.0,13.4
33.0,7.2
34.0,6.4
35.0,13.6
36.0,12.2
37.0,8.4
38.0,5.8
39.0,7.4
40.0,7.8
41.0,7.2
42.0,8.2
43.0,6.0
44.0,14.2
45.0,12.6
46.0,9.2
47.0,8.6
48.0,7.2
49.0,8.4
50.0,9.2
51.0,8.6
52.0,10.8
53.0,8.2
54.0,7.0
55.0,8.2
56.0,6.2
57.0,8.2
58.0,8.6
59.0,7.8
60.0,9.2
61.0,5.4
62.0,10.6
63.0,6.4
64.0,13.8
65.0,7.6
66.0,6.6
67.0,8.8
68.0,5.2
69.0,11.0
70.0,5.8
71.0,7.4
72.0,8.4
73.0,7.0
74.0,9.6
75.0,9.6
76.0,11.2
77.0,9.0
78.0,7.8
79.0,6.2
80.0,7.4
81.0,5.4
82.0,7.0
83.0,7.2
84.0,7.0
85.0,6.6
86.0,9.6
87.0,8.2
88.0,9.6
89.0,7.4
90.0,11.4
91.0,7.4
92.0,6.4
93.0,8.8
94.0,6.8
95.0,8.8
96.0,8.6
97.0,9.4
98.0,7.0
99.0,9.8
100.0,9.4
101.0,6.8
102.0,6.4
103.0,7.4
104.0,11.4
105.0,13.6
106.0,10.2
107.0,8.0
108.0,9.6
109.0,5.2
110.0,9.2
111.0,8.4
112.0,9.0
113.0,7.4
114.0,8.6
115.0,7.2
116.0,5.8
117.0,8.2
118.0,8.0
119.0,5.4
120.0,9.2
121.0,7.0
122.0,9.4
123.0,10.4
124.0,5.0
125.0,12.4
126.0,11.6
127.0,6.8
128.0,7.0
129.0,8.2
130.0,12.4
131.0,4.8
132.0,9.2
133.0,10.0
134.0,6.8
135.0,10.4
136.0,7.6
137.0,5.0
138.0,11.0
139.0,7.0
140.0,8.6
141.0,9.2
142.0,11.0
143.0,11.4
144.0,11.2
145.0,6.6
146.0,6.0
147.0,9.4
148.0,9.6
149.0,9.2
150.0,8.2
151.0,9.0
152.0,7.4
153.0,7.2
154.0,6.8
155.0,6.8
156.0,14.4
157.0,5.2
158.0,5.4
159.0,7.0
160.0,7.8
161.0,9.0
162.0,10.0
163.0,8.6
164.0,8.2
165.0,11.8
166.0,5.8
167.0,6.6
168.0,11.4
169.0,10.2
170.0,8.6
171.0,13.6
172.0,8.0
173.0,8.6
174.0,7.2
175.0,11.2
176.0,7.6
177.0,7.4
178.0,8.8
179.0,11.8
180.0,7.8
181.0,10.8
182.0,12.0
183.0,9.8
184.0,9.6
185.0,9.4
186.0,11.2
187.0,8.0
188.0,5.8
189.0,10.6
190.0,8.4
191.0,18.6
192.0,15.0
193.0,7.6
194.0,7.0
195.0,8.4
196.0,7.0
197.0,9.0
198.0,8.4
199.0,7.6
200.0,7.4
201.0,9.0
202.0,9.2
203.0,8.0
204.0,7.4
205.0,12.0
206.0,8.0
207.0,7.8
208.0,14.8
209.0,11.4
210.0,9.4
211.0,13.8
212.0,9.6
213.0,12.4
214.0,11.0
215.0,7.4
216.0,7.2
217.0,8.8
218.0,8.2
219.0,10.6
220.0,13.4
221.0,8.2
222.0,8.2
223.0,9.6
224.0,10.8
225.0,9.4
226.0,7.6
227.0,7.0
228.0,10.0
229.0,9.2
230.0,11.6
231.0,11.6
232.0,8.2
233.0,11.8
234.0,10.8
235.0,11.4
236.0,8.2
237.0,11.0
238.0,8.6
239.0,8.4
240.0,7.0
241.0,12.6
242.0,10.6
243.0,9.0
244.0,12.6
245.0,9.6
246.0,11.6
247.0,7.4
248.0,7.8
249.0,8.8
