Episode,Agent 5
1.0,4.2
2.0,8.4
3.0,7.6
4.0,5.8
5.0,8.8
6.0,10.0
7.0,4.8
8.0,7.0
9.0,6.4
10.0,8.8
11.0,8.2
12.0,13.2
13.0,12.2
14.0,8.0
15.0,6.0
16.0,7.2
17.0,5.6
18.0,6.8
19.0,9.4
20.0,8.8
21.0,8.4
22.0,9.2
23.0,8.4
24.0,16.6
25.0,7.4
26.0,7.8
27.0,7.4
28.0,8.2
29.0,7.6
30.0,10.0
31.0,10.8
32.0,8.0
33.0,6.6
34.0,8.0
35.0,7.0
36.0,5.8
37.0,5.6
38.0,9.4
39.0,8.2
40.0,10.4
41.0,9.4
42.0,6.6
43.0,7.6
44.0,10.2
45.0,8.8
46.0,10.6
47.0,6.2
48.0,7.0
49.0,12.4
50.0,7.6
51.0,7.2
52.0,7.8
53.0,11.8
54.0,6.0
55.0,9.6
56.0,10.0
57.0,5.8
58.0,5.6
59.0,6.8
60.0,7.6
61.0,7.6
62.0,9.8
63.0,13.2
64.0,7.8
65.0,10.6
66.0,7.8
67.0,7.8
68.0,9.4
69.0,6.2
70.0,8.8
71.0,6.6
72.0,5.2
73.0,10.8
74.0,7.4
75.0,10.8
76.0,8.0
77.0,9.8
78.0,11.8
79.0,6.4
80.0,6.6
81.0,7.4
82.0,12.4
83.0,9.8
84.0,6.6
85.0,7.8
86.0,5.4
87.0,12.2
88.0,7.6
89.0,8.0
90.0,5.8
91.0,10.2
92.0,17.0
93.0,7.6
94.0,8.6
95.0,10.0
96.0,13.2
97.0,7.2
98.0,9.4
99.0,6.6
100.0,11.2
101.0,6.0
102.0,10.2
103.0,12.6
104.0,10.4
105.0,7.4
106.0,7.4
107.0,7.8
108.0,8.2
109.0,12.4
110.0,8.8
111.0,13.8
112.0,5.6
113.0,11.4
114.0,7.8
115.0,8.6
116.0,9.8
117.0,11.4
118.0,10.6
119.0,14.4
120.0,12.4
121.0,7.8
122.0,14.4
123.0,9.8
124.0,14.2
125.0,8.4
126.0,11.0
127.0,10.2
128.0,8.0
129.0,9.6
130.0,6.8
131.0,7.0
132.0,12.2
133.0,12.0
134.0,9.0
135.0,9.4
136.0,8.0
137.0,9.4
138.0,11.2
139.0,8.4
140.0,9.4
141.0,16.2
142.0,8.2
143.0,7.8
144.0,7.2
145.0,11.4
146.0,9.8
147.0,7.2
148.0,9.8
149.0,8.0
150.0,12.6
151.0,8.2
152.0,11.8
153.0,14.0
154.0,10.8
155.0,7.6
156.0,9.2
157.0,8.4
158.0,8.4
159.0,7.0
160.0,9.8
161.0,10.0
162.0,12.6
163.0,10.0
164.0,8.2
165.0,9.8
166.0,7.6
167.0,12.8
168.0,12.2
169.0,14.2
170.0,11.6
171.0,15.2
172.0,7.0
173.0,8.8
174.0,9.6
175.0,8.6
176.0,11.4
177.0,15.8
178.0,6.8
179.0,15.4
180.0,7.6
181.0,10.2
182.0,10.8
183.0,7.4
184.0,7.8
185.0,6.8
186.0,9.6
187.0,8.0
188.0,7.2
189.0,8.4
190.0,8.4
191.0,14.8
192.0,9.8
193.0,14.0
194.0,10.2
195.0,12.6
196.0,13.2
197.0,11.8
198.0,8.6
199.0,11.0
200.0,16.8
201.0,15.0
202.0,15.0
203.0,13.2
204.0,10.6
205.0,13.4
206.0,11.4
207.0,11.4
208.0,7.4
209.0,12.6
210.0,10.0
211.0,9.4
212.0,6.2
213.0,14.2
214.0,6.6
215.0,10.8
216.0,10.0
217.0,12.2
218.0,12.0
219.0,9.2
220.0,14.0
221.0,14.4
222.0,7.0
223.0,12.6
224.0,10.8
225.0,13.0
226.0,16.2
227.0,11.0
228.0,12.2
229.0,13.6
230.0,10.8
231.0,18.2
232.0,14.6
233.0,18.4
234.0,12.8
235.0,11.4
236.0,15.2
237.0,13.4
238.0,12.4
239.0,9.6
240.0,11.2
241.0,6.8
242.0,14.2
243.0,11.6
244.0,9.0
245.0,10.8
246.0,10.8
247.0,9.2
248.0,8.6
249.0,12.4
250.0,12.8
251.0,13.4
252.0,11.6
253.0,10.0
254.0,17.4
255.0,12.8
256.0,13.6
257.0,20.0
258.0,9.4
259.0,12.2
260.0,8.8
261.0,7.6
262.0,21.6
263.0,10.8
264.0,10.6
265.0,8.6
266.0,16.8
267.0,9.6
268.0,16.6
269.0,8.4
270.0,9.6
271.0,8.4
272.0,17.0
273.0,10.0
274.0,7.4
275.0,10.4
276.0,10.0
277.0,7.8
278.0,8.6
279.0,7.8
280.0,12.8
281.0,12.2
282.0,10.6
283.0,11.4
284.0,12.6
285.0,12.0
286.0,7.8
287.0,15.6
