Episode,Agent 4
1.0,8.6
2.0,6.0
3.0,8.8
4.0,8.6
5.0,7.4
6.0,9.2
7.0,9.6
8.0,10.2
9.0,10.6
10.0,5.2
11.0,12.8
12.0,7.0
13.0,9.0
14.0,7.8
15.0,5.8
16.0,9.4
17.0,9.2
18.0,6.8
19.0,8.8
20.0,8.0
21.0,13.2
22.0,8.8
23.0,7.8
24.0,7.4
25.0,7.0
26.0,6.6
27.0,9.6
28.0,10.2
29.0,10.4
30.0,6.0
31.0,9.2
32.0,11.2
33.0,12.8
34.0,10.2
35.0,7.0
36.0,8.6
37.0,9.0
38.0,8.6
39.0,12.4
40.0,9.6
41.0,10.6
42.0,8.2
43.0,5.6
44.0,6.2
45.0,7.2
46.0,10.8
47.0,6.8
48.0,4.4
49.0,4.6
50.0,9.4
51.0,15.4
52.0,12.0
53.0,5.8
54.0,5.0
55.0,7.4
56.0,9.6
57.0,10.0
58.0,11.8
59.0,6.8
60.0,10.0
61.0,8.0
62.0,10.2
63.0,8.4
64.0,8.8
65.0,8.4
66.0,7.8
67.0,8.0
68.0,6.2
69.0,8.0
70.0,12.2
71.0,10.4
72.0,8.4
73.0,9.0
74.0,11.4
75.0,6.2
76.0,11.2
77.0,9.0
78.0,11.6
79.0,6.6
80.0,5.0
81.0,12.0
82.0,8.0
83.0,8.8
84.0,7.8
85.0,10.2
86.0,6.2
87.0,7.2
88.0,12.0
89.0,10.0
90.0,11.8
91.0,6.6
92.0,7.0
93.0,7.8
94.0,6.8
95.0,12.2
96.0,9.8
97.0,10.0
98.0,10.0
99.0,11.0
100.0,5.6
101.0,7.0
102.0,15.8
103.0,8.6
104.0,7.6
105.0,12.0
106.0,4.6
107.0,8.8
108.0,6.4
109.0,9.0
110.0,6.4
111.0,7.6
112.0,7.2
113.0,7.6
114.0,7.8
115.0,15.0
116.0,10.0
117.0,6.4
118.0,12.0
119.0,6.4
120.0,14.6
121.0,8.2
122.0,9.6
123.0,11.2
124.0,6.4
125.0,7.4
126.0,11.8
127.0,9.6
128.0,8.0
129.0,8.0
130.0,13.6
131.0,5.2
132.0,8.6
133.0,7.6
134.0,4.2
135.0,12.2
136.0,5.8
137.0,6.0
138.0,9.4
139.0,10.4
140.0,11.8
141.0,9.0
142.0,7.4
143.0,6.6
144.0,5.2
145.0,7.6
146.0,7.6
147.0,8.0
148.0,6.4
149.0,7.4
150.0,11.8
151.0,6.4
152.0,8.4
153.0,9.6
154.0,10.0
155.0,6.0
156.0,10.2
157.0,7.6
158.0,10.0
159.0,6.8
160.0,10.6
161.0,8.4
162.0,9.2
163.0,6.0
164.0,7.8
165.0,12.8
166.0,5.4
167.0,7.2
168.0,8.6
169.0,7.8
170.0,10.8
171.0,6.2
172.0,6.0
173.0,8.4
174.0,5.8
175.0,7.2
176.0,6.6
177.0,9.2
178.0,9.6
179.0,9.4
180.0,10.0
181.0,7.8
182.0,7.0
183.0,16.4
184.0,7.4
185.0,7.0
186.0,8.8
187.0,9.8
188.0,5.2
189.0,10.2
190.0,8.2
191.0,7.2
192.0,5.8
193.0,18.8
194.0,10.0
195.0,11.2
196.0,9.8
197.0,7.6
198.0,4.8
199.0,8.4
200.0,8.2
201.0,7.4
202.0,10.4
203.0,9.0
204.0,4.6
205.0,7.4
206.0,7.4
207.0,6.2
208.0,5.2
209.0,10.0
210.0,8.2
211.0,7.4
212.0,8.8
213.0,14.0
214.0,11.2
215.0,11.0
216.0,7.6
217.0,9.6
218.0,10.6
219.0,6.2
220.0,12.0
221.0,9.4
222.0,7.8
223.0,11.4
224.0,8.6
225.0,8.2
226.0,8.2
227.0,9.0
228.0,12.4
229.0,13.2
230.0,6.2
231.0,10.0
232.0,7.0
233.0,6.4
234.0,7.6
235.0,6.4
236.0,8.8
237.0,9.0
238.0,8.4
239.0,8.4
240.0,10.4
241.0,11.0
242.0,11.8
243.0,8.6
244.0,9.4
245.0,8.0
246.0,10.4
247.0,13.0
248.0,12.6
249.0,7.8
250.0,11.8
251.0,10.4
252.0,6.8
253.0,11.8
254.0,5.6
255.0,9.0
256.0,11.4
257.0,4.6
258.0,9.2
259.0,9.2
260.0,11.0
261.0,6.4
262.0,7.4
263.0,8.4
264.0,9.8
265.0,6.4
266.0,10.0
267.0,8.8
268.0,12.0
269.0,7.0
270.0,7.8
271.0,7.4
272.0,4.6
273.0,8.6
274.0,7.8
275.0,9.0
276.0,8.2
277.0,10.0
278.0,4.4
279.0,5.6
280.0,5.2
281.0,12.4
282.0,8.6
283.0,8.8
284.0,7.4
285.0,6.4
286.0,8.0
287.0,4.6
288.0,19.6
289.0,6.4
290.0,8.0
291.0,10.8
292.0,7.2
293.0,8.6
294.0,19.4
295.0,7.2
296.0,11.4
297.0,6.8
298.0,9.0
299.0,11.2
300.0,8.0
301.0,7.0
302.0,10.0
303.0,7.2
304.0,6.8
305.0,11.4
306.0,10.0
307.0,7.2
308.0,11.6
309.0,7.8
310.0,7.6
311.0,7.6
312.0,9.0
313.0,8.8
314.0,10.0
315.0,11.2
316.0,5.4
317.0,13.6
318.0,15.0
319.0,11.4
320.0,9.6
321.0,7.6
322.0,4.6
323.0,12.6
324.0,10.8
325.0,7.6
326.0,7.8
327.0,7.6
328.0,12.4
329.0,8.6
330.0,6.6
331.0,13.6
332.0,5.8
333.0,9.0
334.0,17.4
335.0,9.4
336.0,11.2
337.0,7.2
338.0,12.4
339.0,12.0
340.0,9.2
341.0,9.0
342.0,9.2
343.0,8.8
344.0,6.8
345.0,14.8
346.0,8.8
347.0,6.6
348.0,11.0
349.0,6.2
350.0,9.4
351.0,6.8
352.0,10.4
353.0,14.8
354.0,8.4
355.0,9.8
356.0,14.0
357.0,8.0
358.0,8.8
359.0,6.8
360.0,10.2
361.0,8.0
362.0,16.8
363.0,6.2
364.0,14.0
365.0,11.4
366.0,9.0
367.0,13.8
368.0,9.6
369.0,8.6
370.0,11.4
371.0,13.8
372.0,11.4
373.0,9.0
374.0,5.8
375.0,7.2
376.0,14.6
377.0,7.2
378.0,6.2
379.0,7.8
380.0,12.2
381.0,7.0
382.0,7.4
383.0,8.8
384.0,10.4
385.0,7.4
386.0,8.6
387.0,6.6
388.0,9.6
389.0,12.0
390.0,8.8
391.0,10.2
392.0,13.0
393.0,7.0
394.0,10.6
395.0,10.6
396.0,10.6
397.0,10.8
398.0,17.0
399.0,4.2
400.0,5.2
401.0,8.4
402.0,15.0
403.0,14.2
404.0,12.0
405.0,13.6
406.0,10.2
407.0,6.6
408.0,12.8
409.0,12.6
410.0,5.4
411.0,13.0
412.0,5.8
413.0,7.2
414.0,8.6
415.0,12.2
416.0,12.6
417.0,7.6
418.0,9.6
419.0,10.0
420.0,9.4
421.0,8.4
422.0,7.2
423.0,11.4
424.0,9.6
425.0,9.8
426.0,7.2
427.0,11.0
428.0,7.8
429.0,8.6
430.0,12.4
431.0,7.2
432.0,7.2
433.0,8.0
434.0,10.2
435.0,7.8
436.0,14.8
437.0,11.4
438.0,18.4
439.0,10.4
440.0,14.0
441.0,15.6
442.0,9.0
443.0,10.4
444.0,8.2
445.0,10.6
446.0,6.0
447.0,4.8
448.0,11.4
449.0,15.2
450.0,9.0
451.0,8.4
452.0,10.4
453.0,7.2
454.0,7.4
455.0,11.6
456.0,12.0
457.0,6.4
458.0,9.0
459.0,11.2
460.0,5.6
461.0,7.0
462.0,9.4
463.0,7.6
464.0,7.2
465.0,10.8
466.0,14.8
467.0,11.4
468.0,11.4
469.0,13.4
470.0,9.4
471.0,7.0
472.0,7.6
473.0,13.4
474.0,9.0
475.0,8.4
476.0,7.0
477.0,6.6
478.0,9.2
479.0,12.6
480.0,10.2
481.0,9.2
482.0,10.4
483.0,8.6
484.0,6.4
485.0,6.8
486.0,11.0
487.0,8.6
488.0,5.8
489.0,6.2
490.0,8.6
491.0,8.2
492.0,6.2
493.0,11.8
494.0,14.0
495.0,7.8
496.0,7.6
497.0,9.8
498.0,13.2
499.0,9.2
500.0,9.8
501.0,13.8
502.0,10.0
503.0,7.8
504.0,5.4
505.0,7.0
506.0,12.4
507.0,7.4
508.0,6.8
509.0,9.0
510.0,14.6
511.0,11.2
512.0,10.4
513.0,9.6
514.0,13.0
515.0,9.2
516.0,9.6
517.0,12.2
518.0,6.8
519.0,12.8
520.0,9.6
521.0,9.8
522.0,10.8
523.0,8.4
524.0,7.0
525.0,8.8
526.0,7.2
527.0,9.2
528.0,12.8
529.0,11.2
530.0,13.4
531.0,7.4
532.0,15.0
533.0,8.6
534.0,13.2
535.0,10.2
536.0,12.0
537.0,8.0
538.0,13.2
539.0,9.8
540.0,7.0
541.0,7.2
542.0,9.2
543.0,6.2
544.0,9.4
545.0,6.0
546.0,6.2
547.0,9.8
548.0,7.0
549.0,6.6
550.0,9.2
551.0,14.8
552.0,8.2
553.0,13.8
554.0,6.0
555.0,10.6
556.0,12.2
557.0,9.2
558.0,8.8
559.0,12.4
560.0,10.2
561.0,9.8
562.0,11.2
563.0,5.4
564.0,8.4
565.0,10.0
566.0,6.8
567.0,8.2
