Episode,Agent 6
1.0,8.8
2.0,12.8
3.0,5.4
4.0,9.4
5.0,6.2
6.0,6.0
7.0,5.0
8.0,5.8
9.0,11.2
10.0,7.6
11.0,7.6
12.0,8.6
13.0,9.4
14.0,9.6
15.0,8.6
16.0,5.8
17.0,6.0
18.0,10.4
19.0,11.0
20.0,12.0
21.0,10.2
22.0,7.0
23.0,8.8
24.0,10.0
25.0,12.2
26.0,7.0
27.0,6.2
28.0,5.0
29.0,8.8
30.0,7.8
31.0,7.0
32.0,7.2
33.0,7.6
34.0,5.6
35.0,7.4
36.0,9.2
37.0,6.8
38.0,8.0
39.0,7.8
40.0,6.6
41.0,11.2
42.0,6.2
43.0,7.4
44.0,6.6
45.0,8.2
46.0,12.0
47.0,7.4
48.0,5.4
49.0,8.0
50.0,8.0
51.0,5.6
52.0,6.2
53.0,6.2
54.0,6.2
55.0,9.4
56.0,6.2
57.0,9.2
58.0,9.8
59.0,6.2
60.0,10.0
61.0,8.4
62.0,10.8
63.0,8.2
64.0,12.2
65.0,8.2
66.0,6.0
67.0,8.0
68.0,6.6
69.0,11.2
70.0,9.2
71.0,7.2
72.0,10.6
73.0,12.8
74.0,9.6
75.0,9.0
76.0,7.2
77.0,10.4
78.0,11.4
79.0,9.2
80.0,7.8
81.0,9.6
82.0,8.0
83.0,9.6
84.0,6.8
85.0,13.0
86.0,8.4
87.0,7.6
88.0,10.2
89.0,11.0
90.0,6.6
91.0,8.2
92.0,11.6
93.0,8.0
94.0,13.4
95.0,8.0
96.0,7.6
97.0,10.6
98.0,6.2
99.0,7.6
100.0,16.4
101.0,10.0
102.0,9.2
103.0,9.2
104.0,9.4
105.0,10.8
106.0,10.2
107.0,8.0
108.0,10.6
109.0,12.2
110.0,10.0
111.0,7.6
112.0,9.6
113.0,11.2
114.0,9.8
115.0,9.6
116.0,12.6
117.0,8.6
118.0,9.8
119.0,9.0
120.0,15.6
121.0,9.6
122.0,10.2
123.0,9.4
124.0,8.2
125.0,8.4
126.0,7.8
127.0,8.0
128.0,8.8
129.0,12.4
130.0,12.4
131.0,13.6
132.0,9.2
133.0,6.2
134.0,10.0
135.0,11.4
136.0,8.8
137.0,6.4
138.0,6.0
139.0,8.0
140.0,8.6
141.0,11.6
142.0,22.2
143.0,6.6
144.0,13.4
145.0,9.0
146.0,12.0
147.0,7.2
148.0,15.4
149.0,14.8
150.0,15.2
151.0,7.2
152.0,6.4
153.0,13.0
154.0,15.0
155.0,10.0
156.0,5.0
157.0,11.2
158.0,11.8
159.0,14.2
160.0,7.6
161.0,8.0
162.0,13.0
163.0,12.6
164.0,12.4
165.0,11.0
166.0,9.2
167.0,10.8
168.0,8.8
169.0,7.4
170.0,9.0
171.0,14.8
172.0,8.0
173.0,14.2
174.0,16.0
175.0,9.2
176.0,10.2
177.0,9.4
178.0,11.6
179.0,16.2
180.0,21.6
181.0,22.6
182.0,13.6
183.0,13.6
184.0,15.6
185.0,9.0
186.0,7.8
187.0,12.6
188.0,13.0
189.0,9.8
190.0,10.4
191.0,14.8
192.0,14.2
193.0,17.8
194.0,16.2
195.0,16.4
196.0,6.8
197.0,15.2
198.0,14.2
199.0,26.2
200.0,16.0
201.0,21.4
202.0,19.6
203.0,11.6
204.0,16.2
205.0,11.8
206.0,13.4
207.0,14.2
208.0,17.2
209.0,20.0
210.0,16.6
211.0,15.0
212.0,19.6
213.0,20.0
214.0,12.0
215.0,15.0
216.0,9.2
217.0,17.8
218.0,22.6
219.0,13.8
220.0,19.6
221.0,10.0
222.0,12.4
223.0,22.8
224.0,11.2
225.0,22.8
226.0,18.0
227.0,11.8
228.0,21.6
229.0,15.0
230.0,13.4
231.0,18.8
232.0,19.6
233.0,11.4
234.0,25.6
235.0,21.8
236.0,15.4
237.0,11.4
238.0,8.4
239.0,13.2
240.0,15.2
241.0,21.0
242.0,12.2
243.0,15.8
244.0,10.6
245.0,25.4
246.0,14.2
