Episode,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
2818.0,37.0,241.0,321.0,55.0,519.0,231.0,118.0,392.0,311.0,118.0
2819.0,48.0,220.0,183.0,59.0,608.0,805.0,254.0,423.0,138.0,116.0
2820.0,81.0,214.0,186.0,56.0,608.0,1000.0,123.0,222.0,163.0,53.0
2821.0,60.0,114.0,274.0,82.0,521.0,786.0,131.0,328.0,198.0,119.0
2822.0,52.0,351.0,313.0,52.0,845.0,1000.0,157.0,289.0,193.0,58.0
2823.0,45.0,132.0,310.0,80.0,300.0,1000.0,137.0,386.0,137.0,193.0
2824.0,52.0,277.0,193.0,52.0,1000.0,1000.0,90.0,205.0,212.0,108.0
2825.0,66.0,98.0,325.0,43.0,567.0,1000.0,197.0,314.0,145.0,217.0
2826.0,61.0,109.0,247.0,56.0,792.0,688.0,102.0,381.0,137.0,70.0
2827.0,66.0,125.0,131.0,40.0,364.0,896.0,215.0,630.0,135.0,104.0
2828.0,30.0,206.0,267.0,39.0,328.0,188.0,269.0,170.0,135.0,134.0
2829.0,74.0,123.0,308.0,97.0,193.0,616.0,108.0,302.0,142.0,189.0
2830.0,51.0,144.0,289.0,92.0,318.0,1000.0,237.0,513.0,144.0,150.0
2831.0,39.0,57.0,224.0,71.0,191.0,615.0,115.0,320.0,124.0,82.0
2832.0,36.0,159.0,286.0,26.0,300.0,351.0,95.0,431.0,130.0,62.0
2833.0,74.0,129.0,260.0,47.0,1000.0,1000.0,126.0,154.0,136.0,60.0
2834.0,70.0,130.0,222.0,68.0,370.0,247.0,132.0,353.0,127.0,47.0
2835.0,80.0,206.0,232.0,73.0,211.0,990.0,136.0,721.0,125.0,110.0
2836.0,59.0,281.0,202.0,32.0,310.0,1000.0,98.0,433.0,87.0,128.0
2837.0,68.0,195.0,323.0,62.0,424.0,327.0,98.0,185.0,118.0,54.0
2838.0,55.0,190.0,176.0,95.0,768.0,962.0,220.0,202.0,163.0,101.0
2839.0,64.0,61.0,365.0,53.0,264.0,559.0,135.0,180.0,82.0,169.0
2840.0,75.0,128.0,180.0,102.0,161.0,747.0,231.0,457.0,99.0,163.0
2841.0,84.0,339.0,270.0,59.0,375.0,836.0,169.0,351.0,121.0,125.0
2842.0,43.0,205.0,297.0,50.0,385.0,1000.0,158.0,214.0,129.0,166.0
2843.0,53.0,162.0,242.0,78.0,316.0,1000.0,107.0,324.0,127.0,154.0
2844.0,49.0,70.0,271.0,32.0,236.0,410.0,186.0,308.0,166.0,173.0
2845.0,84.0,148.0,205.0,41.0,241.0,1000.0,130.0,335.0,118.0,166.0
2846.0,62.0,223.0,240.0,189.0,331.0,1000.0,86.0,393.0,135.0,78.0
2847.0,50.0,109.0,261.0,43.0,629.0,1000.0,129.0,156.0,137.0,98.0
2848.0,78.0,172.0,242.0,46.0,273.0,1000.0,128.0,172.0,125.0,78.0
2849.0,48.0,184.0,163.0,48.0,192.0,254.0,193.0,161.0,106.0,130.0
2850.0,73.0,97.0,244.0,69.0,196.0,1000.0,239.0,429.0,138.0,45.0
2851.0,64.0,367.0,153.0,55.0,287.0,1000.0,114.0,347.0,93.0,158.0
2852.0,72.0,159.0,144.0,74.0,186.0,1000.0,126.0,118.0,125.0,163.0
2853.0,63.0,237.0,165.0,91.0,818.0,1000.0,156.0,137.0,135.0,142.0
2854.0,69.0,178.0,163.0,61.0,291.0,1000.0,156.0,297.0,105.0,143.0
2855.0,79.0,169.0,138.0,41.0,174.0,1000.0,109.0,222.0,75.0,171.0
2856.0,43.0,76.0,186.0,39.0,414.0,1000.0,236.0,306.0,152.0,112.0
2857.0,81.0,235.0,137.0,119.0,194.0,1000.0,106.0,337.0,77.0,60.0
2858.0,47.0,156.0,166.0,52.0,297.0,1000.0,195.0,249.0,125.0,62.0
2859.0,54.0,183.0,147.0,61.0,247.0,1000.0,137.0,319.0,114.0,134.0
2860.0,32.0,107.0,157.0,44.0,405.0,1000.0,107.0,272.0,127.0,244.0
2861.0,61.0,134.0,89.0,47.0,499.0,1000.0,168.0,66.0,106.0,66.0
2862.0,80.0,58.0,144.0,46.0,278.0,1000.0,115.0,405.0,74.0,109.0
2863.0,73.0,239.0,145.0,47.0,442.0,1000.0,92.0,207.0,87.0,97.0
2864.0,109.0,154.0,137.0,50.0,446.0,110.0,141.0,446.0,136.0,141.0
2865.0,53.0,100.0,86.0,82.0,716.0,995.0,212.0,195.0,131.0,184.0
2866.0,34.0,147.0,145.0,50.0,810.0,450.0,110.0,203.0,80.0,46.0
2867.0,52.0,197.0,127.0,51.0,674.0,1000.0,159.0,159.0,136.0,83.0
2868.0,67.0,174.0,156.0,42.0,514.0,1000.0,223.0,119.0,135.0,109.0
2869.0,53.0,83.0,145.0,52.0,1000.0,1000.0,183.0,320.0,137.0,208.0
2870.0,70.0,204.0,109.0,43.0,1000.0,1000.0,119.0,415.0,115.0,174.0
2871.0,63.0,200.0,121.0,57.0,1000.0,1000.0,121.0,354.0,151.0,48.0
2872.0,60.0,94.0,138.0,77.0,979.0,1000.0,98.0,154.0,120.0,172.0
2873.0,45.0,65.0,125.0,43.0,1000.0,1000.0,102.0,360.0,133.0,119.0
2874.0,56.0,167.0,130.0,71.0,1000.0,1000.0,140.0,348.0,105.0,143.0
2875.0,49.0,73.0,127.0,44.0,860.0,1000.0,175.0,326.0,84.0,176.0
2876.0,62.0,155.0,147.0,23.0,552.0,630.0,121.0,205.0,134.0,108.0
2877.0,34.0,220.0,141.0,12.0,175.0,1000.0,188.0,158.0,132.0,96.0
2878.0,60.0,76.0,83.0,36.0,491.0,1000.0,116.0,250.0,134.0,103.0
2879.0,97.0,64.0,173.0,65.0,647.0,1000.0,140.0,316.0,153.0,42.0
2880.0,57.0,69.0,82.0,19.0,267.0,1000.0,111.0,158.0,146.0,192.0
2881.0,52.0,98.0,128.0,69.0,220.0,1000.0,128.0,162.0,139.0,192.0
2882.0,66.0,141.0,145.0,71.0,133.0,1000.0,131.0,173.0,185.0,79.0
2883.0,55.0,70.0,109.0,101.0,195.0,1000.0,179.0,185.0,149.0,68.0
2884.0,75.0,83.0,102.0,32.0,126.0,1000.0,139.0,381.0,135.0,64.0
2885.0,83.0,133.0,134.0,53.0,219.0,251.0,116.0,182.0,119.0,78.0
2886.0,52.0,116.0,112.0,52.0,276.0,1000.0,178.0,500.0,157.0,217.0
2887.0,76.0,73.0,142.0,57.0,162.0,1000.0,156.0,324.0,125.0,53.0
2888.0,46.0,57.0,142.0,78.0,208.0,650.0,185.0,189.0,127.0,77.0
2889.0,62.0,155.0,135.0,18.0,266.0,1000.0,81.0,318.0,127.0,136.0
2890.0,43.0,50.0,142.0,69.0,221.0,1000.0,122.0,144.0,153.0,116.0
2891.0,42.0,121.0,122.0,57.0,174.0,1000.0,111.0,95.0,153.0,59.0
2892.0,72.0,94.0,129.0,47.0,262.0,796.0,142.0,150.0,124.0,146.0
2893.0,64.0,77.0,154.0,15.0,141.0,1000.0,115.0,66.0,143.0,162.0
2894.0,69.0,108.0,69.0,103.0,182.0,346.0,84.0,532.0,156.0,95.0
2895.0,64.0,134.0,109.0,117.0,130.0,1000.0,94.0,397.0,136.0,132.0
2896.0,29.0,88.0,136.0,57.0,132.0,1000.0,124.0,215.0,123.0,182.0
2897.0,47.0,177.0,73.0,81.0,273.0,1000.0,93.0,280.0,159.0,177.0
2898.0,80.0,129.0,117.0,69.0,152.0,1000.0,196.0,157.0,102.0,60.0
2899.0,39.0,71.0,119.0,43.0,153.0,1000.0,153.0,124.0,132.0,95.0
2900.0,56.0,66.0,81.0,49.0,209.0,731.0,115.0,439.0,132.0,50.0
2901.0,55.0,106.0,131.0,37.0,215.0,1000.0,84.0,178.0,151.0,76.0
2902.0,51.0,95.0,134.0,147.0,145.0,1000.0,262.0,168.0,149.0,60.0
2903.0,72.0,159.0,90.0,45.0,401.0,1000.0,175.0,292.0,134.0,199.0
2904.0,60.0,131.0,133.0,37.0,416.0,1000.0,110.0,387.0,91.0,97.0
2905.0,48.0,124.0,103.0,61.0,173.0,1000.0,131.0,161.0,127.0,64.0
2906.0,51.0,109.0,134.0,52.0,151.0,1000.0,151.0,310.0,169.0,165.0
2907.0,63.0,91.0,104.0,25.0,288.0,1000.0,255.0,135.0,131.0,60.0
2908.0,74.0,130.0,90.0,170.0,293.0,1000.0,212.0,309.0,143.0,115.0
2909.0,78.0,129.0,90.0,73.0,194.0,1000.0,125.0,186.0,147.0,164.0
2910.0,86.0,68.0,94.0,108.0,250.0,1000.0,217.0,204.0,118.0,174.0
2911.0,54.0,165.0,122.0,46.0,543.0,1000.0,186.0,173.0,134.0,58.0
2912.0,53.0,321.0,101.0,99.0,199.0,1000.0,115.0,215.0,106.0,166.0
2913.0,93.0,144.0,80.0,67.0,296.0,1000.0,135.0,392.0,135.0,109.0
2914.0,43.0,146.0,81.0,48.0,476.0,1000.0,79.0,277.0,176.0,110.0
2915.0,57.0,63.0,136.0,56.0,213.0,1000.0,179.0,347.0,118.0,122.0
2916.0,58.0,116.0,95.0,58.0,232.0,1000.0,173.0,279.0,140.0,80.0
2917.0,67.0,141.0,93.0,86.0,1000.0,1000.0,149.0,250.0,110.0,149.0
2918.0,76.0,181.0,105.0,53.0,347.0,1000.0,112.0,233.0,83.0,187.0
2919.0,63.0,399.0,86.0,74.0,469.0,1000.0,103.0,119.0,132.0,219.0
2920.0,51.0,57.0,59.0,40.0,527.0,1000.0,129.0,349.0,149.0,91.0
2921.0,63.0,195.0,135.0,54.0,1000.0,781.0,168.0,189.0,113.0,84.0
2922.0,55.0,106.0,93.0,63.0,661.0,1000.0,108.0,172.0,141.0,48.0
2923.0,65.0,87.0,99.0,66.0,1000.0,1000.0,125.0,262.0,125.0,412.0
2924.0,58.0,120.0,123.0,70.0,1000.0,1000.0,117.0,212.0,127.0,71.0
2925.0,34.0,97.0,109.0,63.0,1000.0,1000.0,161.0,425.0,140.0,212.0
2926.0,56.0,220.0,83.0,73.0,211.0,1000.0,236.0,148.0,121.0,149.0
2927.0,50.0,197.0,99.0,45.0,472.0,1000.0,130.0,147.0,92.0,63.0
2928.0,65.0,83.0,89.0,30.0,1000.0,1000.0,161.0,249.0,128.0,219.0
2929.0,89.0,167.0,129.0,44.0,361.0,1000.0,150.0,259.0,129.0,54.0
2930.0,61.0,225.0,78.0,68.0,297.0,360.0,105.0,301.0,141.0,49.0
2931.0,58.0,68.0,141.0,75.0,103.0,1000.0,96.0,335.0,103.0,149.0
2932.0,63.0,218.0,153.0,106.0,232.0,1000.0,154.0,188.0,130.0,73.0
2933.0,51.0,58.0,95.0,22.0,205.0,1000.0,155.0,155.0,142.0,72.0
2934.0,55.0,111.0,134.0,51.0,285.0,1000.0,145.0,259.0,130.0,186.0
2935.0,63.0,214.0,80.0,69.0,95.0,358.0,229.0,296.0,120.0,124.0
2936.0,59.0,187.0,134.0,44.0,211.0,1000.0,149.0,285.0,128.0,56.0
2937.0,51.0,149.0,116.0,53.0,211.0,433.0,132.0,334.0,126.0,123.0
2938.0,74.0,76.0,134.0,29.0,274.0,659.0,213.0,253.0,130.0,82.0
2939.0,40.0,196.0,137.0,40.0,261.0,398.0,222.0,273.0,162.0,94.0
2940.0,55.0,345.0,125.0,110.0,248.0,1000.0,127.0,158.0,96.0,170.0
2941.0,57.0,101.0,141.0,73.0,143.0,294.0,147.0,201.0,169.0,102.0
2942.0,102.0,113.0,136.0,47.0,344.0,218.0,119.0,201.0,128.0,140.0
2943.0,62.0,122.0,114.0,69.0,180.0,296.0,226.0,324.0,149.0,143.0
2944.0,60.0,58.0,102.0,69.0,326.0,350.0,114.0,212.0,125.0,55.0
2945.0,72.0,85.0,155.0,101.0,396.0,373.0,179.0,344.0,128.0,136.0
2946.0,62.0,230.0,185.0,86.0,353.0,887.0,129.0,118.0,132.0,121.0
2947.0,50.0,143.0,140.0,87.0,173.0,350.0,132.0,196.0,141.0,58.0
2948.0,39.0,269.0,115.0,65.0,346.0,280.0,129.0,193.0,126.0,161.0
2949.0,52.0,75.0,132.0,33.0,320.0,628.0,137.0,220.0,207.0,145.0
2950.0,85.0,100.0,123.0,63.0,245.0,164.0,103.0,198.0,103.0,184.0
2951.0,96.0,173.0,165.0,127.0,163.0,381.0,160.0,350.0,120.0,80.0
2952.0,59.0,117.0,135.0,51.0,301.0,206.0,175.0,113.0,153.0,249.0
2953.0,71.0,155.0,205.0,54.0,671.0,240.0,113.0,347.0,114.0,54.0
2954.0,53.0,122.0,124.0,106.0,283.0,184.0,97.0,368.0,198.0,144.0
2955.0,53.0,104.0,140.0,45.0,267.0,396.0,155.0,244.0,130.0,128.0
2956.0,66.0,253.0,146.0,71.0,171.0,335.0,141.0,260.0,240.0,171.0
2957.0,29.0,277.0,197.0,54.0,159.0,230.0,64.0,441.0,147.0,328.0
2958.0,56.0,76.0,243.0,37.0,338.0,645.0,167.0,257.0,97.0,123.0
2959.0,71.0,114.0,174.0,63.0,260.0,581.0,119.0,171.0,155.0,90.0
2960.0,63.0,113.0,181.0,45.0,145.0,363.0,209.0,336.0,149.0,68.0
2961.0,55.0,94.0,252.0,45.0,245.0,1000.0,70.0,298.0,135.0,213.0
2962.0,57.0,173.0,194.0,23.0,444.0,1000.0,116.0,233.0,163.0,149.0
2963.0,59.0,106.0,211.0,30.0,228.0,1000.0,128.0,197.0,154.0,54.0
2964.0,70.0,146.0,214.0,65.0,731.0,1000.0,241.0,254.0,193.0,174.0
2965.0,58.0,195.0,209.0,68.0,276.0,1000.0,193.0,622.0,153.0,205.0
2966.0,53.0,81.0,312.0,13.0,171.0,342.0,246.0,214.0,57.0,54.0
2967.0,34.0,154.0,185.0,113.0,202.0,494.0,114.0,214.0,169.0,120.0
2968.0,58.0,214.0,241.0,85.0,865.0,263.0,105.0,207.0,198.0,129.0
2969.0,42.0,71.0,166.0,69.0,608.0,1000.0,176.0,214.0,166.0,101.0
2970.0,63.0,145.0,246.0,13.0,276.0,364.0,172.0,172.0,170.0,54.0
2971.0,65.0,231.0,156.0,70.0,725.0,1000.0,157.0,187.0,161.0,56.0
2972.0,64.0,78.0,246.0,73.0,905.0,232.0,105.0,262.0,271.0,51.0
2973.0,62.0,131.0,324.0,53.0,141.0,1000.0,146.0,638.0,201.0,149.0
2974.0,78.0,110.0,343.0,41.0,659.0,637.0,106.0,183.0,142.0,63.0
2975.0,56.0,86.0,223.0,57.0,1000.0,708.0,254.0,172.0,189.0,132.0
2976.0,60.0,148.0,303.0,68.0,481.0,1000.0,122.0,235.0,244.0,126.0
2977.0,59.0,164.0,151.0,44.0,996.0,1000.0,168.0,410.0,122.0,49.0
2978.0,75.0,151.0,227.0,49.0,227.0,1000.0,136.0,207.0,197.0,55.0
2979.0,67.0,154.0,256.0,111.0,1000.0,1000.0,110.0,143.0,188.0,275.0
2980.0,55.0,156.0,278.0,40.0,334.0,1000.0,136.0,417.0,129.0,74.0
2981.0,63.0,90.0,250.0,76.0,667.0,698.0,172.0,140.0,245.0,145.0
2982.0,54.0,172.0,255.0,47.0,643.0,723.0,169.0,198.0,208.0,60.0
2983.0,48.0,184.0,149.0,42.0,668.0,675.0,140.0,359.0,233.0,137.0
2984.0,56.0,184.0,371.0,73.0,695.0,730.0,138.0,407.0,220.0,122.0
2985.0,39.0,348.0,274.0,43.0,411.0,484.0,143.0,163.0,137.0,146.0
2986.0,48.0,192.0,618.0,38.0,398.0,1000.0,246.0,221.0,228.0,153.0
2987.0,80.0,90.0,400.0,45.0,667.0,1000.0,194.0,294.0,212.0,107.0
2988.0,51.0,74.0,1000.0,30.0,1000.0,1000.0,124.0,196.0,185.0,95.0
2989.0,73.0,50.0,204.0,45.0,430.0,427.0,147.0,264.0,209.0,135.0
2990.0,84.0,366.0,1000.0,110.0,1000.0,446.0,156.0,164.0,277.0,88.0
2991.0,58.0,277.0,349.0,60.0,413.0,818.0,197.0,162.0,122.0,83.0
2992.0,53.0,141.0,332.0,48.0,798.0,1000.0,97.0,517.0,153.0,98.0
2993.0,85.0,160.0,1000.0,54.0,1000.0,1000.0,132.0,296.0,198.0,130.0
2994.0,61.0,195.0,328.0,99.0,1000.0,1000.0,227.0,84.0,158.0,160.0
2995.0,72.0,141.0,897.0,56.0,405.0,718.0,199.0,293.0,261.0,127.0
2996.0,61.0,298.0,646.0,81.0,1000.0,1000.0,61.0,181.0,186.0,133.0
2997.0,49.0,82.0,370.0,104.0,1000.0,1000.0,277.0,262.0,130.0,88.0
2998.0,28.0,131.0,1000.0,38.0,454.0,1000.0,228.0,297.0,110.0,244.0
2999.0,74.0,72.0,474.0,88.0,1000.0,1000.0,269.0,286.0,204.0,81.0
3000.0,42.0,227.0,1000.0,68.0,1000.0,1000.0,274.0,235.0,183.0,214.0
3001.0,50.0,142.0,377.0,33.0,821.0,1000.0,128.0,812.0,232.0,175.0
3002.0,69.0,192.0,383.0,30.0,240.0,1000.0,201.0,321.0,163.0,71.0
3003.0,64.0,208.0,503.0,52.0,403.0,1000.0,196.0,394.0,198.0,188.0
3004.0,49.0,112.0,871.0,46.0,984.0,1000.0,109.0,218.0,141.0,176.0
3005.0,44.0,146.0,645.0,49.0,460.0,1000.0,227.0,171.0,135.0,88.0
3006.0,56.0,198.0,692.0,50.0,454.0,1000.0,135.0,250.0,146.0,54.0
3007.0,40.0,305.0,756.0,61.0,871.0,961.0,222.0,641.0,223.0,147.0
3008.0,44.0,143.0,1000.0,80.0,907.0,440.0,160.0,647.0,133.0,99.0
3009.0,66.0,140.0,311.0,39.0,211.0,1000.0,147.0,226.0,105.0,128.0
3010.0,70.0,71.0,469.0,106.0,238.0,709.0,179.0,383.0,193.0,127.0
3011.0,36.0,398.0,810.0,130.0,350.0,758.0,129.0,324.0,117.0,78.0
3012.0,85.0,84.0,587.0,39.0,233.0,1000.0,267.0,134.0,142.0,52.0
3013.0,80.0,180.0,542.0,56.0,1000.0,1000.0,162.0,641.0,144.0,79.0
3014.0,65.0,344.0,209.0,42.0,493.0,1000.0,203.0,357.0,201.0,220.0
3015.0,43.0,140.0,983.0,23.0,750.0,611.0,257.0,514.0,222.0,314.0
3016.0,79.0,111.0,1000.0,39.0,783.0,1000.0,150.0,1000.0,138.0,109.0
3017.0,51.0,192.0,507.0,47.0,243.0,523.0,203.0,804.0,140.0,71.0
3018.0,59.0,71.0,464.0,104.0,1000.0,547.0,214.0,277.0,158.0,244.0
3019.0,65.0,200.0,490.0,18.0,205.0,1000.0,115.0,196.0,265.0,129.0
3020.0,68.0,121.0,552.0,46.0,287.0,311.0,213.0,396.0,227.0,85.0
3021.0,55.0,113.0,435.0,29.0,1000.0,1000.0,193.0,230.0,259.0,240.0
3022.0,53.0,111.0,407.0,39.0,529.0,662.0,252.0,211.0,185.0,154.0
3023.0,71.0,241.0,622.0,75.0,1000.0,521.0,117.0,364.0,271.0,160.0
3024.0,36.0,384.0,424.0,66.0,1000.0,1000.0,180.0,755.0,156.0,184.0
3025.0,44.0,102.0,338.0,125.0,239.0,1000.0,196.0,274.0,269.0,95.0
3026.0,56.0,163.0,734.0,104.0,651.0,936.0,139.0,144.0,227.0,244.0
3027.0,65.0,56.0,296.0,44.0,1000.0,1000.0,130.0,386.0,252.0,56.0
3028.0,89.0,152.0,289.0,40.0,491.0,240.0,187.0,303.0,304.0,150.0
3029.0,48.0,126.0,448.0,47.0,395.0,732.0,162.0,271.0,168.0,133.0
3030.0,54.0,174.0,337.0,55.0,273.0,576.0,148.0,366.0,93.0,136.0
3031.0,59.0,129.0,410.0,60.0,588.0,137.0,141.0,170.0,191.0,150.0
3032.0,74.0,131.0,361.0,46.0,156.0,1000.0,183.0,318.0,199.0,198.0
3033.0,65.0,173.0,675.0,147.0,422.0,1000.0,159.0,162.0,370.0,162.0
3034.0,42.0,72.0,446.0,68.0,274.0,1000.0,120.0,365.0,219.0,198.0
3035.0,56.0,181.0,256.0,65.0,226.0,1000.0,203.0,358.0,225.0,164.0
3036.0,62.0,122.0,274.0,75.0,360.0,942.0,171.0,231.0,202.0,109.0
3037.0,50.0,96.0,404.0,131.0,176.0,1000.0,83.0,240.0,173.0,124.0
3038.0,72.0,114.0,480.0,55.0,91.0,980.0,126.0,205.0,223.0,169.0
3039.0,56.0,69.0,418.0,156.0,783.0,364.0,162.0,207.0,284.0,164.0
3040.0,39.0,205.0,539.0,60.0,328.0,1000.0,130.0,266.0,177.0,54.0
3041.0,96.0,101.0,573.0,61.0,222.0,510.0,209.0,141.0,183.0,122.0
3042.0,47.0,78.0,408.0,80.0,305.0,349.0,231.0,177.0,224.0,59.0
3043.0,64.0,123.0,752.0,77.0,306.0,316.0,191.0,208.0,377.0,65.0
3044.0,56.0,201.0,590.0,35.0,382.0,380.0,115.0,165.0,179.0,137.0
3045.0,64.0,222.0,765.0,94.0,487.0,487.0,139.0,120.0,161.0,59.0
3046.0,64.0,188.0,458.0,69.0,744.0,612.0,161.0,391.0,254.0,118.0
3047.0,57.0,158.0,552.0,75.0,265.0,1000.0,225.0,371.0,287.0,129.0
3048.0,54.0,163.0,491.0,52.0,317.0,710.0,128.0,258.0,262.0,160.0
3049.0,50.0,130.0,694.0,41.0,239.0,1000.0,85.0,335.0,176.0,145.0
3050.0,63.0,207.0,461.0,77.0,244.0,1000.0,249.0,150.0,240.0,197.0
3051.0,76.0,227.0,326.0,58.0,338.0,184.0,144.0,348.0,226.0,150.0
3052.0,51.0,57.0,392.0,43.0,646.0,580.0,94.0,336.0,185.0,172.0
3053.0,67.0,385.0,288.0,54.0,439.0,1000.0,203.0,290.0,140.0,156.0
3054.0,61.0,333.0,355.0,84.0,678.0,1000.0,162.0,295.0,96.0,113.0
3055.0,50.0,158.0,480.0,55.0,520.0,1000.0,222.0,318.0,332.0,154.0
3056.0,54.0,208.0,530.0,73.0,269.0,1000.0,111.0,489.0,166.0,93.0
3057.0,72.0,314.0,256.0,102.0,346.0,1000.0,131.0,144.0,220.0,221.0
3058.0,93.0,236.0,457.0,92.0,361.0,1000.0,127.0,273.0,271.0,187.0
3059.0,61.0,260.0,453.0,76.0,340.0,1000.0,113.0,300.0,217.0,114.0
3060.0,44.0,54.0,580.0,93.0,593.0,442.0,128.0,341.0,149.0,36.0
3061.0,67.0,168.0,465.0,91.0,343.0,1000.0,154.0,303.0,150.0,82.0
3062.0,63.0,210.0,362.0,42.0,527.0,555.0,179.0,387.0,146.0,120.0
3063.0,76.0,59.0,906.0,97.0,452.0,281.0,179.0,173.0,132.0,88.0
3064.0,65.0,171.0,578.0,47.0,223.0,710.0,143.0,319.0,139.0,144.0
3065.0,102.0,195.0,274.0,63.0,201.0,1000.0,106.0,242.0,144.0,118.0
3066.0,56.0,291.0,319.0,70.0,347.0,634.0,154.0,340.0,141.0,280.0
3067.0,55.0,134.0,497.0,41.0,213.0,504.0,204.0,532.0,148.0,112.0
3068.0,58.0,344.0,305.0,48.0,290.0,810.0,289.0,857.0,129.0,108.0
3069.0,61.0,235.0,330.0,24.0,1000.0,700.0,150.0,545.0,166.0,72.0
3070.0,61.0,156.0,310.0,125.0,561.0,401.0,163.0,255.0,136.0,98.0
3071.0,67.0,141.0,515.0,85.0,364.0,1000.0,82.0,242.0,219.0,110.0
3072.0,58.0,308.0,571.0,70.0,339.0,1000.0,129.0,319.0,191.0,53.0
3073.0,74.0,513.0,438.0,80.0,361.0,556.0,226.0,177.0,122.0,99.0
3074.0,50.0,100.0,438.0,78.0,914.0,1000.0,314.0,316.0,143.0,79.0
3075.0,54.0,89.0,335.0,42.0,1000.0,736.0,135.0,542.0,148.0,130.0
3076.0,56.0,104.0,566.0,51.0,254.0,1000.0,114.0,145.0,169.0,134.0
3077.0,67.0,173.0,575.0,74.0,193.0,1000.0,212.0,303.0,204.0,183.0
3078.0,61.0,284.0,526.0,64.0,873.0,499.0,122.0,261.0,130.0,133.0
3079.0,45.0,115.0,555.0,160.0,251.0,1000.0,171.0,225.0,148.0,172.0
3080.0,70.0,408.0,257.0,104.0,1000.0,1000.0,161.0,245.0,246.0,171.0
3081.0,56.0,76.0,404.0,75.0,1000.0,1000.0,156.0,232.0,328.0,56.0
3082.0,90.0,142.0,712.0,77.0,533.0,1000.0,147.0,204.0,253.0,62.0
3083.0,60.0,122.0,379.0,54.0,1000.0,1000.0,137.0,219.0,166.0,126.0
3084.0,45.0,90.0,808.0,49.0,1000.0,1000.0,206.0,131.0,226.0,143.0
3085.0,78.0,123.0,673.0,53.0,627.0,337.0,139.0,226.0,191.0,137.0
3086.0,78.0,239.0,194.0,122.0,954.0,1000.0,185.0,369.0,183.0,146.0
3087.0,54.0,84.0,721.0,41.0,1000.0,905.0,136.0,181.0,242.0,66.0
3088.0,55.0,220.0,1000.0,102.0,247.0,1000.0,146.0,236.0,137.0,68.0
3089.0,64.0,115.0,997.0,147.0,327.0,1000.0,84.0,143.0,354.0,178.0
3090.0,34.0,134.0,507.0,41.0,741.0,1000.0,151.0,223.0,234.0,88.0
3091.0,60.0,253.0,439.0,53.0,1000.0,1000.0,214.0,90.0,164.0,213.0
3092.0,63.0,147.0,314.0,66.0,536.0,896.0,190.0,94.0,280.0,106.0
3093.0,86.0,107.0,497.0,63.0,835.0,1000.0,97.0,122.0,193.0,121.0
3094.0,63.0,63.0,345.0,51.0,1000.0,1000.0,102.0,162.0,155.0,70.0
3095.0,59.0,171.0,320.0,40.0,417.0,311.0,235.0,144.0,253.0,246.0
3096.0,54.0,110.0,367.0,80.0,545.0,830.0,65.0,159.0,235.0,214.0
3097.0,49.0,190.0,316.0,83.0,400.0,1000.0,120.0,177.0,165.0,100.0
3098.0,68.0,182.0,474.0,42.0,391.0,1000.0,108.0,66.0,315.0,99.0
3099.0,54.0,176.0,286.0,101.0,634.0,1000.0,265.0,186.0,222.0,134.0
3100.0,69.0,272.0,138.0,36.0,859.0,141.0,138.0,146.0,240.0,130.0
3101.0,58.0,110.0,264.0,54.0,678.0,865.0,108.0,148.0,158.0,142.0
3102.0,59.0,96.0,205.0,81.0,491.0,1000.0,104.0,214.0,228.0,122.0
3103.0,69.0,123.0,144.0,129.0,1000.0,1000.0,117.0,128.0,307.0,94.0
3104.0,68.0,550.0,207.0,84.0,404.0,1000.0,114.0,126.0,221.0,96.0
3105.0,35.0,202.0,184.0,66.0,662.0,1000.0,148.0,141.0,245.0,82.0
3106.0,68.0,53.0,171.0,74.0,1000.0,1000.0,104.0,69.0,205.0,97.0
3107.0,63.0,61.0,192.0,59.0,387.0,805.0,125.0,82.0,180.0,168.0
3108.0,66.0,223.0,154.0,49.0,972.0,949.0,200.0,134.0,171.0,95.0
3109.0,58.0,115.0,278.0,114.0,674.0,1000.0,211.0,88.0,215.0,115.0
3110.0,53.0,77.0,224.0,130.0,1000.0,1000.0,172.0,164.0,249.0,293.0
3111.0,67.0,133.0,260.0,67.0,566.0,1000.0,155.0,183.0,136.0,67.0
3112.0,60.0,166.0,175.0,47.0,219.0,1000.0,138.0,134.0,157.0,70.0
3113.0,63.0,338.0,324.0,48.0,564.0,1000.0,67.0,54.0,237.0,72.0
3114.0,71.0,122.0,298.0,62.0,1000.0,1000.0,200.0,157.0,131.0,94.0
3115.0,86.0,134.0,440.0,46.0,1000.0,1000.0,151.0,152.0,232.0,94.0
3116.0,73.0,140.0,232.0,145.0,228.0,733.0,165.0,64.0,143.0,93.0
3117.0,50.0,153.0,321.0,82.0,738.0,1000.0,166.0,150.0,137.0,145.0
3118.0,59.0,62.0,362.0,58.0,364.0,1000.0,117.0,142.0,131.0,99.0
3119.0,57.0,195.0,411.0,52.0,1000.0,1000.0,110.0,104.0,143.0,146.0
3120.0,69.0,57.0,541.0,69.0,1000.0,1000.0,127.0,134.0,234.0,211.0
3121.0,48.0,145.0,579.0,105.0,571.0,1000.0,94.0,123.0,133.0,140.0
