Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
17.0,29.0,34.0,15.0,43.0,9.0,13.0,24.0,11.0,23.0
41.0,10.0,21.0,18.0,25.0,14.0,17.0,16.0,23.0,11.0
11.0,9.0,28.0,12.0,11.0,29.0,15.0,17.0,34.0,13.0
16.0,28.0,17.0,17.0,24.0,14.0,18.0,18.0,21.0,80.0
24.0,15.0,17.0,14.0,13.0,14.0,15.0,27.0,16.0,25.0
15.0,11.0,16.0,34.0,10.0,11.0,13.0,24.0,13.0,25.0
10.0,21.0,22.0,48.0,13.0,13.0,42.0,11.0,31.0,11.0
19.0,42.0,14.0,52.0,19.0,18.0,11.0,46.0,13.0,32.0
20.0,18.0,20.0,19.0,23.0,29.0,15.0,22.0,16.0,66.0
20.0,11.0,58.0,11.0,14.0,30.0,33.0,16.0,17.0,44.0
14.0,33.0,23.0,16.0,16.0,33.0,19.0,23.0,9.0,61.0
20.0,24.0,20.0,13.0,15.0,14.0,32.0,11.0,15.0,13.0
9.0,15.0,38.0,10.0,19.0,22.0,35.0,37.0,24.0,34.0
18.0,24.0,30.0,18.0,32.0,32.0,18.0,25.0,32.0,16.0
44.0,23.0,17.0,16.0,20.0,17.0,10.0,17.0,35.0,14.0
26.0,18.0,14.0,14.0,24.0,12.0,29.0,22.0,14.0,11.0
15.0,42.0,17.0,26.0,15.0,15.0,25.0,12.0,12.0,22.0
21.0,52.0,15.0,22.0,13.0,30.0,24.0,19.0,29.0,18.0
10.0,19.0,16.0,11.0,13.0,15.0,34.0,30.0,11.0,10.0
32.0,29.0,23.0,12.0,20.0,18.0,30.0,13.0,11.0,18.0
22.0,40.0,67.0,29.0,12.0,28.0,28.0,10.0,20.0,31.0
38.0,26.0,42.0,11.0,18.0,13.0,32.0,17.0,30.0,15.0
36.0,12.0,35.0,16.0,10.0,12.0,38.0,11.0,16.0,21.0
18.0,12.0,31.0,14.0,13.0,17.0,48.0,11.0,20.0,24.0
30.0,13.0,41.0,31.0,17.0,26.0,36.0,20.0,27.0,27.0
38.0,44.0,62.0,12.0,46.0,28.0,31.0,10.0,23.0,60.0
38.0,74.0,39.0,35.0,25.0,12.0,40.0,14.0,15.0,12.0
31.0,16.0,83.0,33.0,19.0,12.0,46.0,23.0,56.0,17.0
