Episode,Average Reward
1,15.2
2,15.6
3,21.1
4,17.3
5,17.4
6,26.5
7,26.0
8,21.5
9,18.8
10,25.4
11,23.8
12,23.2
13,18.3
14,19.4
15,24.3
16,16.5
17,29.8
18,26.4
19,26.0
20,24.5
21,19.0
22,21.0
23,22.0
24,28.7
25,22.7
26,17.4
27,30.8
28,20.1
29,22.5
30,27.8
31,31.8
32,21.8
33,27.6
34,28.9
35,31.5
36,27.3
37,46.6
38,24.1
39,25.5
40,28.6
41,36.4
42,28.9
43,21.6
44,37.7
45,27.9
46,30.7
47,34.0
48,27.4
49,33.1
50,24.9
51,43.7
52,27.7
53,48.3
54,43.1
55,39.5
56,47.0
57,34.4
58,40.9
59,24.9
60,53.1
61,32.8
62,31.5
63,46.4
64,55.2
65,43.6
66,40.5
67,49.6
68,51.1
69,46.7
70,40.4
71,52.0
72,48.9
73,68.8
74,74.9
75,60.0
76,80.2
77,93.7
78,71.8
79,73.9
80,66.7
81,63.1
82,46.2
83,49.7
84,45.7
85,48.2
86,78.3
87,76.6
88,64.3
89,66.0
90,139.2
91,56.8
92,64.8
93,96.8
94,107.7
95,110.5
96,93.0
97,99.7
98,116.0
99,91.4
100,110.1
101,149.6
102,156.3
103,169.7
104,96.3
105,91.2
106,50.5
107,79.0
108,75.9
109,64.7
110,51.8
111,79.7
112,73.9
113,60.8
114,94.5
115,63.6
116,84.9
117,82.4
118,72.6
119,85.4
120,62.1
121,73.8
122,70.0
123,76.2
124,57.9
125,72.2
126,63.6
127,75.8
128,87.6
129,82.9
130,92.0
131,98.1
132,97.3
133,86.5
134,104.3
135,104.3
136,109.3
137,97.6
138,92.1
139,95.4
140,89.6
141,108.1
142,106.2
143,102.2
144,93.5
145,104.8
146,98.0
147,118.2
148,74.7
149,132.0
150,114.9
151,99.4
152,66.9
153,85.6
154,94.8
155,84.7
156,137.9
157,160.7
158,111.5
159,96.8
160,97.5
161,86.1
162,81.4
163,104.8
164,68.4
165,102.6
166,108.1
167,98.0
168,125.2
169,100.0
170,135.6
171,138.7
172,121.5
173,122.8
174,110.8
175,95.3
176,147.1
177,141.3
178,162.9
179,116.2
180,182.2
181,103.4
182,128.6
183,111.0
184,109.9
185,170.9
186,107.8
187,139.4
188,107.1
189,163.3
190,150.9
191,121.9
192,121.6
193,103.2
194,146.8
195,126.4
196,150.0
197,167.5
198,152.0
199,127.9
200,175.4
201,148.0
202,126.4
203,145.0
204,171.9
205,115.4
206,144.3
207,145.3
208,129.4
209,110.5
210,147.0
211,165.2
212,150.8
213,142.8
214,127.1
215,150.5
216,115.1
217,98.9
218,139.1
219,121.5
220,191.2
221,147.9
222,142.3
223,116.1
224,110.4
225,149.0
226,101.8
227,105.2
228,104.0
229,101.9
230,109.2
231,97.6
232,135.1
233,140.5
234,123.3
235,142.1
236,153.6
237,147.1
238,148.5
239,137.8
240,136.9
241,180.3
242,179.1
243,174.1
244,206.9
245,182.0
246,252.4
247,179.3
248,244.1
249,185.1
250,220.3
251,157.4
252,181.0
253,187.9
254,169.2
255,175.9
256,203.4
257,221.9
258,206.3
259,227.8
260,201.6
261,186.0
262,181.0
263,196.0
264,193.1
265,180.0
266,153.5
267,184.0
268,193.9
269,173.5
270,157.9
271,182.5
272,169.3
273,149.8
274,178.9
275,208.5
276,136.0
277,141.9
278,153.0
279,148.1
280,145.9
281,213.4
282,239.4
283,215.7
284,197.6
285,253.6
286,253.6
287,277.3
288,265.6
289,248.2
290,259.7
291,247.7
292,216.8
293,249.2
294,239.6
295,247.6
296,189.5
297,274.4
298,246.2
299,225.5
300,224.7
301,219.0
302,239.8
303,207.7
304,262.9
305,242.1
306,232.8
307,221.7
308,228.8
309,264.6
310,241.5
311,239.0
312,276.3
313,224.7
314,239.1
315,208.1
316,210.4
317,176.8
318,212.9
319,203.2
320,206.9
321,213.9
322,229.9
323,217.0
324,236.4
325,209.8
326,220.3
327,231.0
328,173.9
329,214.0
330,161.8
331,185.3
332,189.2
333,209.1
334,174.9
335,201.3
336,176.4
337,215.3
338,193.2
339,186.3
340,193.4
341,183.5
342,209.5
343,175.5
344,201.1
345,188.1
346,196.5
347,186.2
348,170.0
349,176.1
350,202.9
351,188.7
352,172.9
353,200.3
354,164.7
355,180.2
356,241.5
357,233.2
358,210.4
359,209.0
360,243.1
361,190.6
362,194.6
363,217.1
364,206.2
365,207.8
366,255.2
367,209.9
368,227.8
369,221.8
370,245.6
371,235.7
372,233.7
373,216.0
374,212.3
375,236.4
376,245.0
377,190.5
378,193.8
379,216.3
380,225.6
381,186.2
382,189.7
383,213.6
384,234.7
385,225.5
386,214.5
387,239.8
388,248.7
389,263.5
390,250.2
391,259.3
392,235.8
393,262.6
394,248.1
395,255.2
396,250.2
397,253.4
398,249.9
399,243.9
400,234.2
401,225.1
402,221.3
403,221.0
404,227.0
405,238.0
406,224.3
407,200.4
408,209.6
409,228.2
410,256.7
411,248.3
412,238.5
413,226.2
414,220.8
415,255.8
416,263.6
417,225.6
418,236.6
419,243.2
420,258.6
421,230.0
422,249.3
423,281.2
424,249.1
425,253.2
426,243.8
427,227.7
428,270.9
429,227.3
430,248.0
431,242.9
432,213.2
433,267.0
434,279.2
435,222.3
436,241.6
437,251.4
438,242.3
439,220.4
440,262.4
441,265.1
442,249.5
443,275.8
444,266.0
445,229.5
446,277.7
447,254.5
448,273.6
449,248.1
450,265.1
451,272.0
452,257.0
453,234.3
454,269.5
455,276.3
456,295.7
457,249.9
458,280.3
459,285.4
460,282.4
461,285.3
462,274.8
463,261.2
464,260.7
465,283.5
466,275.0
467,233.8
468,282.0
469,273.5
470,304.9
471,318.0
472,321.0
473,255.8
474,283.6
475,282.0
476,229.7
477,279.9
478,277.7
479,307.6
480,276.4
481,317.0
482,301.0
483,304.7
484,309.5
485,322.0
486,295.3
487,303.5
488,305.0
489,306.6
490,316.5
491,277.8
492,328.8
493,319.5
494,315.3
495,294.0
496,314.9
497,313.7
498,334.7
499,331.5
500,310.7
501,316.8
502,327.3
503,343.7
504,348.2
505,344.5
506,301.2
507,318.5
508,302.9
509,338.6
510,321.2
511,310.8
512,347.4
513,316.1
514,327.4
515,322.3
516,282.7
517,320.5
518,304.4
519,328.3
520,302.3
521,257.7
522,337.0
523,341.0
524,309.4
525,303.0
526,327.8
527,310.3
528,334.3
529,310.2
530,331.9
531,314.6
532,340.9
533,342.7
534,295.7
535,302.1
536,345.0
537,358.2
538,326.1
539,272.7
540,327.3
541,350.9
542,354.6
543,316.1
544,344.7
545,360.1
546,341.2
547,294.5
548,290.2
549,290.8
550,297.8
551,420.4
552,360.5
553,319.6
554,364.7
555,382.1
556,327.1
557,342.2
558,345.4
559,370.4
560,353.9
561,374.0
562,340.0
563,368.9
564,389.5
565,372.9
566,345.0
567,356.9
568,323.9
569,343.7
570,342.5
571,341.7
572,383.5
573,362.4
574,350.8
575,312.0
576,382.4
577,339.1
578,335.9
579,366.0
580,338.9
581,393.7
582,383.3
583,357.8
584,375.8
585,362.5
586,350.2
587,411.6
588,363.3
589,393.1
590,372.7
591,349.6
592,383.1
593,382.5
594,328.7
595,375.2
596,322.6
597,334.5
598,358.8
599,299.7
600,354.9
601,323.4
602,377.6
603,360.9
604,355.4
605,350.7
