Agent 1,Agent 2,Agent 3,Agent 4,Agent 5
84.0,15.0,500.0,10.0,31.0
81.0,18.0,22.0,12.0,21.0
115.0,16.0,48.0,45.0,21.0
100.0,36.0,15.0,55.0,15.0
86.0,49.0,17.0,35.0,35.0
93.0,13.0,279.0,11.0,16.0
73.0,23.0,18.0,14.0,26.0
85.0,26.0,14.0,10.0,11.0
136.0,13.0,350.0,36.0,10.0
91.0,10.0,16.0,15.0,17.0
106.0,13.0,338.0,14.0,43.0
207.0,10.0,15.0,23.0,18.0
243.0,21.0,359.0,11.0,67.0
34.0,20.0,500.0,16.0,41.0
42.0,15.0,500.0,23.0,48.0
40.0,13.0,500.0,17.0,29.0
38.0,15.0,500.0,13.0,16.0
209.0,12.0,500.0,9.0,15.0
135.0,24.0,500.0,13.0,21.0
124.0,17.0,294.0,65.0,58.0
202.0,20.0,88.0,16.0,30.0
158.0,23.0,500.0,20.0,25.0
143.0,51.0,94.0,26.0,14.0
222.0,15.0,277.0,12.0,39.0
159.0,26.0,182.0,15.0,26.0
114.0,13.0,102.0,10.0,10.0
154.0,21.0,178.0,13.0,30.0
34.0,10.0,287.0,19.0,11.0
184.0,27.0,265.0,11.0,41.0
208.0,24.0,173.0,46.0,20.0
221.0,25.0,279.0,20.0,22.0
168.0,15.0,400.0,54.0,10.0
245.0,15.0,500.0,23.0,43.0
328.0,15.0,500.0,21.0,14.0
210.0,48.0,500.0,21.0,16.0
236.0,11.0,500.0,66.0,14.0
190.0,14.0,500.0,39.0,29.0
88.0,44.0,500.0,25.0,16.0
177.0,17.0,500.0,33.0,14.0
30.0,17.0,500.0,32.0,22.0
133.0,15.0,500.0,16.0,49.0
416.0,14.0,500.0,13.0,14.0
213.0,16.0,500.0,13.0,20.0
161.0,15.0,500.0,13.0,21.0
131.0,30.0,500.0,31.0,56.0
135.0,37.0,500.0,12.0,15.0
253.0,35.0,500.0,29.0,19.0
307.0,25.0,500.0,42.0,50.0
210.0,12.0,500.0,43.0,19.0
296.0,25.0,500.0,24.0,24.0
394.0,9.0,500.0,24.0,16.0
278.0,23.0,500.0,15.0,17.0
175.0,18.0,13.0,18.0,34.0
322.0,15.0,429.0,20.0,37.0
476.0,26.0,446.0,12.0,29.0
178.0,35.0,500.0,43.0,12.0
229.0,50.0,500.0,17.0,17.0
500.0,24.0,500.0,40.0,31.0
403.0,53.0,500.0,34.0,18.0
198.0,24.0,500.0,24.0,30.0
165.0,18.0,500.0,16.0,14.0
176.0,16.0,500.0,22.0,17.0
173.0,23.0,500.0,15.0,13.0
341.0,17.0,500.0,39.0,15.0
272.0,38.0,500.0,32.0,32.0
319.0,29.0,500.0,35.0,16.0
226.0,15.0,500.0,15.0,11.0
285.0,12.0,286.0,29.0,15.0
208.0,29.0,282.0,32.0,14.0
349.0,29.0,268.0,51.0,13.0
64.0,12.0,249.0,17.0,28.0
181.0,16.0,327.0,27.0,33.0
184.0,33.0,402.0,17.0,16.0
160.0,13.0,424.0,15.0,14.0
274.0,18.0,450.0,13.0,12.0
198.0,10.0,479.0,17.0,23.0
39.0,15.0,444.0,83.0,9.0
241.0,19.0,342.0,39.0,18.0
141.0,25.0,350.0,28.0,21.0
118.0,19.0,354.0,24.0,19.0
203.0,10.0,329.0,44.0,34.0
155.0,18.0,375.0,32.0,19.0
109.0,26.0,500.0,23.0,10.0
121.0,18.0,500.0,40.0,13.0
431.0,17.0,500.0,9.0,31.0
189.0,33.0,500.0,12.0,12.0
225.0,15.0,500.0,20.0,16.0
203.0,15.0,277.0,34.0,19.0
233.0,38.0,500.0,60.0,25.0
161.0,15.0,462.0,29.0,11.0
142.0,31.0,334.0,13.0,18.0
303.0,21.0,500.0,27.0,11.0
345.0,21.0,500.0,13.0,17.0
398.0,36.0,500.0,17.0,20.0
326.0,28.0,278.0,13.0,56.0
171.0,26.0,500.0,12.0,56.0
192.0,19.0,500.0,17.0,16.0
239.0,14.0,500.0,53.0,15.0
377.0,26.0,500.0,33.0,15.0
367.0,44.0,500.0,20.0,25.0
316.0,20.0,500.0,11.0,17.0
438.0,14.0,500.0,47.0,18.0
206.0,15.0,500.0,15.0,20.0
193.0,37.0,500.0,21.0,16.0
274.0,16.0,500.0,24.0,21.0
99.0,9.0,500.0,26.0,11.0
249.0,31.0,500.0,15.0,32.0
123.0,12.0,500.0,17.0,50.0
348.0,14.0,500.0,25.0,30.0
99.0,12.0,500.0,37.0,17.0
277.0,10.0,500.0,29.0,81.0
113.0,10.0,500.0,18.0,22.0
193.0,46.0,500.0,17.0,35.0
261.0,19.0,500.0,13.0,15.0
174.0,10.0,500.0,16.0,32.0
129.0,32.0,500.0,51.0,16.0
172.0,44.0,500.0,42.0,53.0
293.0,13.0,500.0,44.0,30.0
86.0,31.0,500.0,23.0,13.0
483.0,13.0,500.0,18.0,11.0
415.0,26.0,105.0,17.0,13.0
209.0,13.0,500.0,25.0,32.0
219.0,20.0,500.0,14.0,21.0
422.0,14.0,133.0,17.0,12.0
61.0,45.0,97.0,25.0,11.0
266.0,25.0,112.0,17.0,63.0
325.0,19.0,469.0,19.0,15.0
96.0,38.0,500.0,32.0,15.0
500.0,22.0,500.0,12.0,40.0
258.0,26.0,174.0,17.0,17.0
223.0,13.0,459.0,10.0,56.0
498.0,10.0,500.0,11.0,24.0
84.0,39.0,500.0,36.0,25.0
174.0,27.0,500.0,19.0,13.0
500.0,14.0,500.0,57.0,50.0
500.0,10.0,500.0,59.0,18.0
500.0,27.0,500.0,49.0,30.0
500.0,19.0,500.0,65.0,41.0
367.0,33.0,500.0,36.0,18.0
351.0,41.0,500.0,24.0,13.0
236.0,23.0,500.0,37.0,43.0
500.0,11.0,500.0,18.0,10.0
207.0,25.0,500.0,35.0,30.0
299.0,22.0,500.0,20.0,26.0
159.0,16.0,500.0,13.0,15.0
204.0,18.0,500.0,10.0,18.0
286.0,32.0,500.0,26.0,36.0
277.0,29.0,500.0,41.0,16.0
441.0,11.0,500.0,32.0,80.0
431.0,18.0,500.0,54.0,33.0
359.0,58.0,500.0,15.0,28.0
236.0,35.0,500.0,17.0,34.0
471.0,13.0,500.0,28.0,17.0
456.0,23.0,500.0,24.0,21.0
344.0,25.0,500.0,20.0,12.0
491.0,12.0,500.0,42.0,15.0
500.0,12.0,500.0,27.0,12.0
500.0,14.0,500.0,15.0,13.0
357.0,21.0,500.0,24.0,82.0
500.0,8.0,500.0,16.0,27.0
500.0,46.0,500.0,11.0,63.0
500.0,18.0,500.0,32.0,31.0
346.0,9.0,500.0,13.0,40.0
425.0,17.0,500.0,25.0,21.0
500.0,11.0,500.0,16.0,12.0
341.0,25.0,500.0,19.0,16.0
219.0,10.0,500.0,55.0,11.0
500.0,15.0,500.0,16.0,12.0
500.0,19.0,500.0,20.0,44.0
500.0,24.0,500.0,10.0,19.0
500.0,12.0,500.0,26.0,91.0
433.0,21.0,500.0,29.0,58.0
500.0,15.0,500.0,39.0,38.0
500.0,16.0,500.0,49.0,19.0
500.0,25.0,500.0,12.0,29.0
219.0,29.0,500.0,21.0,18.0
417.0,22.0,500.0,25.0,27.0
407.0,52.0,500.0,22.0,20.0
56.0,24.0,500.0,16.0,23.0
273.0,20.0,500.0,12.0,20.0
193.0,21.0,500.0,21.0,25.0
268.0,29.0,500.0,16.0,50.0
438.0,21.0,500.0,24.0,16.0
314.0,14.0,500.0,41.0,19.0
329.0,19.0,500.0,21.0,23.0
276.0,25.0,500.0,18.0,26.0
272.0,10.0,500.0,34.0,38.0
335.0,14.0,500.0,66.0,18.0
460.0,13.0,500.0,26.0,20.0
345.0,13.0,500.0,29.0,26.0
467.0,11.0,500.0,65.0,34.0
354.0,34.0,500.0,13.0,28.0
500.0,9.0,442.0,24.0,82.0
500.0,32.0,500.0,35.0,17.0
500.0,27.0,409.0,17.0,26.0
500.0,49.0,471.0,19.0,35.0
500.0,26.0,500.0,14.0,29.0
467.0,35.0,500.0,16.0,21.0
500.0,44.0,500.0,31.0,46.0
484.0,38.0,500.0,23.0,16.0
500.0,17.0,500.0,64.0,13.0
500.0,28.0,500.0,38.0,20.0
500.0,17.0,500.0,17.0,38.0
500.0,17.0,500.0,45.0,16.0
500.0,22.0,500.0,22.0,13.0
500.0,16.0,500.0,9.0,16.0
500.0,19.0,500.0,26.0,21.0
473.0,11.0,500.0,38.0,25.0
437.0,58.0,500.0,33.0,46.0
331.0,11.0,500.0,28.0,30.0
495.0,55.0,500.0,22.0,32.0
500.0,14.0,500.0,23.0,11.0
500.0,20.0,500.0,23.0,22.0
500.0,24.0,500.0,14.0,10.0
462.0,17.0,500.0,13.0,25.0
500.0,10.0,500.0,32.0,33.0
500.0,14.0,500.0,29.0,41.0
105.0,19.0,500.0,47.0,23.0
389.0,10.0,500.0,29.0,31.0
500.0,9.0,500.0,29.0,18.0
500.0,12.0,500.0,85.0,80.0
500.0,40.0,500.0,12.0,20.0
322.0,13.0,500.0,35.0,69.0
335.0,105.0,500.0,72.0,28.0
263.0,25.0,500.0,18.0,44.0
259.0,22.0,500.0,34.0,19.0
247.0,12.0,500.0,46.0,40.0
76.0,13.0,500.0,75.0,50.0
455.0,14.0,500.0,13.0,32.0
356.0,20.0,500.0,21.0,26.0
500.0,15.0,500.0,16.0,22.0
500.0,24.0,500.0,35.0,13.0
145.0,32.0,500.0,25.0,13.0
259.0,24.0,500.0,21.0,9.0
351.0,26.0,500.0,20.0,18.0
210.0,25.0,500.0,23.0,12.0
289.0,23.0,500.0,10.0,14.0
254.0,28.0,500.0,19.0,31.0
255.0,39.0,500.0,31.0,26.0
281.0,14.0,500.0,20.0,13.0
384.0,19.0,500.0,22.0,53.0
18.0,18.0,500.0,38.0,36.0
249.0,10.0,500.0,11.0,33.0
271.0,19.0,500.0,50.0,49.0
278.0,16.0,500.0,14.0,14.0
387.0,14.0,500.0,26.0,13.0
310.0,12.0,500.0,31.0,23.0
331.0,32.0,500.0,44.0,36.0
412.0,9.0,500.0,20.0,22.0
469.0,28.0,500.0,41.0,19.0
348.0,25.0,500.0,54.0,24.0
248.0,20.0,500.0,19.0,78.0
500.0,18.0,500.0,49.0,53.0
400.0,12.0,500.0,51.0,68.0
336.0,50.0,19.0,27.0,44.0
267.0,20.0,165.0,12.0,42.0
500.0,16.0,500.0,14.0,13.0
439.0,14.0,19.0,32.0,28.0
114.0,16.0,224.0,42.0,13.0
390.0,19.0,21.0,11.0,23.0
369.0,12.0,112.0,45.0,73.0
395.0,15.0,19.0,29.0,16.0
443.0,10.0,437.0,23.0,14.0
78.0,38.0,345.0,13.0,27.0
500.0,11.0,331.0,25.0,32.0
477.0,18.0,481.0,18.0,96.0
500.0,44.0,391.0,51.0,18.0
500.0,13.0,500.0,21.0,22.0
500.0,17.0,500.0,16.0,15.0
500.0,20.0,500.0,42.0,12.0
500.0,29.0,500.0,11.0,15.0
500.0,13.0,500.0,14.0,14.0
500.0,33.0,500.0,19.0,51.0
500.0,16.0,500.0,40.0,28.0
500.0,17.0,500.0,15.0,21.0
172.0,17.0,500.0,28.0,40.0
500.0,17.0,500.0,36.0,26.0
500.0,15.0,500.0,21.0,16.0
500.0,16.0,500.0,50.0,54.0
500.0,10.0,500.0,23.0,18.0
500.0,11.0,500.0,18.0,16.0
500.0,17.0,500.0,62.0,19.0
500.0,20.0,500.0,18.0,12.0
500.0,53.0,500.0,24.0,85.0
453.0,12.0,500.0,21.0,17.0
498.0,25.0,500.0,72.0,52.0
500.0,56.0,500.0,32.0,15.0
500.0,17.0,387.0,24.0,45.0
500.0,14.0,500.0,49.0,23.0
500.0,37.0,403.0,19.0,101.0
500.0,39.0,500.0,29.0,25.0
195.0,17.0,500.0,76.0,16.0
500.0,12.0,500.0,19.0,34.0
500.0,36.0,500.0,20.0,15.0
500.0,25.0,500.0,28.0,30.0
500.0,22.0,500.0,10.0,25.0
500.0,38.0,500.0,19.0,27.0
500.0,14.0,500.0,23.0,44.0
500.0,52.0,500.0,12.0,57.0
500.0,16.0,500.0,30.0,29.0
500.0,29.0,500.0,37.0,67.0
500.0,32.0,500.0,13.0,15.0
500.0,15.0,500.0,11.0,17.0
489.0,14.0,500.0,22.0,55.0
500.0,23.0,500.0,77.0,36.0
500.0,46.0,500.0,23.0,84.0
500.0,27.0,500.0,12.0,58.0
500.0,14.0,500.0,25.0,54.0
500.0,12.0,500.0,26.0,97.0
500.0,14.0,500.0,27.0,34.0
500.0,12.0,500.0,14.0,33.0
500.0,13.0,500.0,12.0,35.0
500.0,16.0,500.0,99.0,46.0
357.0,14.0,500.0,12.0,77.0
500.0,56.0,500.0,26.0,43.0
500.0,16.0,500.0,50.0,42.0
500.0,25.0,500.0,31.0,25.0
500.0,37.0,500.0,13.0,43.0
500.0,26.0,500.0,13.0,34.0
500.0,13.0,500.0,29.0,27.0
500.0,45.0,500.0,37.0,15.0
500.0,22.0,500.0,57.0,21.0
500.0,16.0,500.0,10.0,33.0
500.0,22.0,500.0,49.0,25.0
500.0,13.0,500.0,34.0,34.0
500.0,15.0,500.0,27.0,24.0
500.0,15.0,500.0,55.0,45.0
500.0,17.0,500.0,92.0,56.0
500.0,21.0,500.0,64.0,74.0
500.0,35.0,500.0,22.0,117.0
500.0,33.0,500.0,13.0,34.0
500.0,26.0,500.0,38.0,25.0
500.0,56.0,500.0,21.0,15.0
500.0,18.0,500.0,14.0,49.0
500.0,23.0,500.0,33.0,25.0
500.0,18.0,500.0,33.0,33.0
500.0,16.0,500.0,11.0,43.0
500.0,16.0,500.0,17.0,41.0
500.0,16.0,500.0,54.0,25.0
500.0,18.0,500.0,13.0,17.0
500.0,53.0,500.0,31.0,53.0
500.0,30.0,500.0,18.0,22.0
434.0,21.0,500.0,27.0,29.0
500.0,19.0,500.0,42.0,44.0
500.0,12.0,500.0,21.0,25.0
500.0,10.0,500.0,21.0,10.0
500.0,13.0,500.0,36.0,58.0
500.0,50.0,500.0,9.0,28.0
500.0,12.0,500.0,30.0,70.0
500.0,21.0,21.0,21.0,13.0
500.0,79.0,500.0,81.0,44.0
500.0,44.0,500.0,23.0,13.0
500.0,27.0,500.0,78.0,25.0
500.0,13.0,500.0,119.0,33.0
500.0,12.0,483.0,34.0,31.0
500.0,43.0,500.0,60.0,56.0
500.0,10.0,444.0,26.0,76.0
500.0,35.0,354.0,13.0,16.0
453.0,12.0,428.0,60.0,14.0
385.0,74.0,471.0,47.0,66.0
500.0,26.0,401.0,53.0,40.0
500.0,39.0,500.0,33.0,48.0
351.0,19.0,500.0,15.0,13.0
500.0,27.0,500.0,13.0,11.0
202.0,24.0,500.0,24.0,53.0
477.0,20.0,500.0,12.0,58.0
363.0,13.0,500.0,28.0,35.0
358.0,14.0,458.0,18.0,24.0
406.0,9.0,390.0,16.0,58.0
444.0,26.0,500.0,30.0,48.0
64.0,25.0,500.0,16.0,31.0
409.0,16.0,500.0,22.0,26.0
500.0,33.0,500.0,19.0,27.0
500.0,31.0,500.0,35.0,42.0
500.0,23.0,500.0,17.0,17.0
500.0,40.0,500.0,68.0,28.0
500.0,27.0,500.0,91.0,24.0
500.0,13.0,500.0,59.0,93.0
500.0,39.0,500.0,18.0,54.0
500.0,46.0,500.0,30.0,25.0
500.0,41.0,500.0,46.0,85.0
268.0,13.0,500.0,63.0,17.0
336.0,24.0,426.0,34.0,19.0
500.0,20.0,429.0,47.0,36.0
500.0,22.0,422.0,25.0,17.0
405.0,10.0,437.0,31.0,41.0
421.0,17.0,436.0,25.0,134.0
500.0,18.0,500.0,64.0,52.0
500.0,37.0,500.0,11.0,35.0
500.0,35.0,500.0,19.0,33.0
500.0,40.0,500.0,19.0,33.0
500.0,105.0,500.0,30.0,26.0
500.0,21.0,374.0,30.0,65.0
500.0,38.0,451.0,22.0,32.0
500.0,19.0,500.0,43.0,17.0
500.0,24.0,500.0,34.0,40.0
500.0,22.0,500.0,35.0,17.0
500.0,17.0,500.0,36.0,64.0
500.0,19.0,500.0,35.0,102.0
500.0,20.0,500.0,13.0,37.0
500.0,17.0,500.0,74.0,20.0
500.0,47.0,500.0,24.0,21.0
500.0,21.0,500.0,78.0,38.0
500.0,59.0,500.0,19.0,28.0
500.0,49.0,500.0,46.0,110.0
500.0,25.0,500.0,48.0,15.0
500.0,20.0,500.0,77.0,103.0
500.0,38.0,500.0,48.0,59.0
500.0,16.0,500.0,32.0,25.0
500.0,35.0,500.0,64.0,147.0
500.0,53.0,500.0,24.0,52.0
500.0,38.0,500.0,74.0,43.0
500.0,38.0,500.0,24.0,24.0
500.0,59.0,500.0,30.0,51.0
500.0,28.0,500.0,56.0,16.0
500.0,20.0,500.0,52.0,33.0
233.0,23.0,500.0,83.0,72.0
500.0,15.0,500.0,24.0,24.0
500.0,61.0,500.0,33.0,43.0
500.0,17.0,500.0,35.0,127.0
161.0,29.0,500.0,33.0,69.0
500.0,24.0,500.0,26.0,156.0
467.0,37.0,57.0,96.0,24.0
352.0,56.0,500.0,57.0,91.0
500.0,46.0,500.0,24.0,80.0
500.0,44.0,500.0,13.0,36.0
500.0,25.0,500.0,39.0,22.0
500.0,23.0,500.0,28.0,49.0
500.0,26.0,500.0,26.0,68.0
500.0,14.0,500.0,21.0,40.0
500.0,23.0,500.0,26.0,18.0
500.0,10.0,500.0,62.0,35.0
500.0,26.0,500.0,15.0,41.0
500.0,11.0,500.0,24.0,18.0
500.0,51.0,500.0,39.0,119.0
434.0,41.0,500.0,45.0,21.0
500.0,41.0,500.0,115.0,75.0
500.0,17.0,500.0,72.0,68.0
500.0,20.0,500.0,55.0,52.0
500.0,40.0,500.0,27.0,67.0
500.0,35.0,500.0,92.0,240.0
500.0,43.0,500.0,56.0,54.0
500.0,28.0,500.0,45.0,35.0
500.0,10.0,500.0,106.0,96.0
500.0,65.0,500.0,51.0,69.0
500.0,84.0,24.0,33.0,16.0
431.0,28.0,500.0,44.0,161.0
500.0,58.0,500.0,76.0,19.0
500.0,22.0,500.0,44.0,80.0
500.0,12.0,500.0,35.0,55.0
427.0,15.0,500.0,43.0,112.0
500.0,30.0,500.0,36.0,89.0
500.0,31.0,500.0,60.0,122.0
500.0,43.0,500.0,22.0,34.0
500.0,30.0,500.0,54.0,71.0
500.0,16.0,500.0,59.0,32.0
272.0,33.0,500.0,66.0,36.0
235.0,20.0,500.0,37.0,161.0
500.0,58.0,500.0,60.0,29.0
278.0,13.0,500.0,116.0,94.0
273.0,11.0,500.0,23.0,29.0
420.0,37.0,500.0,31.0,93.0
372.0,44.0,500.0,21.0,25.0
356.0,18.0,500.0,28.0,117.0
370.0,25.0,500.0,42.0,179.0
335.0,28.0,500.0,30.0,33.0
500.0,16.0,500.0,14.0,42.0
500.0,25.0,500.0,33.0,94.0
500.0,19.0,500.0,30.0,87.0
500.0,30.0,500.0,35.0,13.0
500.0,42.0,500.0,37.0,28.0
476.0,21.0,500.0,81.0,19.0
500.0,46.0,500.0,27.0,24.0
500.0,44.0,500.0,40.0,67.0
500.0,20.0,500.0,21.0,145.0
500.0,68.0,500.0,66.0,64.0
420.0,18.0,500.0,38.0,23.0
348.0,34.0,500.0,90.0,34.0
284.0,56.0,500.0,40.0,77.0
381.0,27.0,500.0,29.0,126.0
304.0,20.0,500.0,34.0,39.0
281.0,13.0,500.0,46.0,60.0
500.0,70.0,500.0,42.0,202.0
500.0,26.0,500.0,43.0,112.0
500.0,71.0,500.0,14.0,48.0
500.0,23.0,500.0,57.0,231.0
500.0,34.0,500.0,46.0,44.0
500.0,23.0,500.0,49.0,167.0
500.0,55.0,500.0,22.0,69.0
500.0,25.0,500.0,75.0,22.0
500.0,21.0,500.0,36.0,66.0
500.0,18.0,500.0,27.0,132.0
325.0,35.0,500.0,52.0,28.0
500.0,26.0,500.0,33.0,107.0
500.0,30.0,500.0,15.0,157.0
500.0,22.0,500.0,19.0,104.0
500.0,46.0,500.0,102.0,52.0
500.0,18.0,500.0,50.0,27.0
500.0,23.0,500.0,29.0,58.0
500.0,11.0,500.0,48.0,118.0
500.0,37.0,500.0,45.0,41.0
500.0,11.0,500.0,56.0,89.0
310.0,37.0,500.0,70.0,113.0
500.0,32.0,500.0,49.0,192.0
500.0,13.0,500.0,99.0,78.0
487.0,18.0,500.0,48.0,41.0
355.0,61.0,17.0,22.0,75.0
500.0,58.0,500.0,21.0,33.0
500.0,39.0,500.0,46.0,37.0
500.0,24.0,500.0,32.0,173.0
500.0,25.0,20.0,21.0,108.0
500.0,37.0,500.0,26.0,158.0
500.0,29.0,500.0,49.0,21.0
500.0,22.0,500.0,113.0,146.0
500.0,46.0,500.0,21.0,76.0
500.0,21.0,23.0,66.0,54.0
500.0,63.0,500.0,27.0,29.0
500.0,28.0,500.0,28.0,59.0
500.0,33.0,500.0,38.0,193.0
500.0,23.0,500.0,53.0,99.0
500.0,16.0,500.0,76.0,300.0
500.0,16.0,500.0,30.0,82.0
500.0,11.0,500.0,30.0,68.0
500.0,14.0,500.0,37.0,29.0
500.0,21.0,500.0,37.0,82.0
500.0,14.0,500.0,24.0,62.0
500.0,19.0,500.0,35.0,190.0
500.0,27.0,17.0,133.0,90.0
500.0,15.0,353.0,37.0,77.0
388.0,60.0,286.0,25.0,157.0
298.0,14.0,260.0,38.0,102.0
413.0,100.0,300.0,41.0,117.0
362.0,15.0,237.0,140.0,94.0
383.0,23.0,221.0,100.0,53.0
493.0,25.0,211.0,71.0,63.0
500.0,32.0,221.0,25.0,77.0
316.0,39.0,19.0,57.0,122.0
500.0,43.0,182.0,33.0,32.0
500.0,36.0,179.0,33.0,135.0
500.0,22.0,201.0,38.0,34.0
474.0,17.0,20.0,17.0,209.0
500.0,23.0,229.0,60.0,42.0
500.0,71.0,235.0,48.0,35.0
500.0,12.0,290.0,71.0,194.0
500.0,29.0,257.0,44.0,123.0
500.0,38.0,19.0,81.0,46.0
278.0,26.0,235.0,48.0,144.0
500.0,33.0,235.0,113.0,20.0
500.0,19.0,16.0,93.0,55.0
500.0,21.0,241.0,61.0,111.0
500.0,33.0,256.0,96.0,133.0
350.0,25.0,16.0,46.0,65.0
500.0,29.0,56.0,46.0,92.0
500.0,49.0,341.0,64.0,250.0
500.0,14.0,352.0,151.0,316.0
461.0,22.0,13.0,49.0,35.0
500.0,36.0,14.0,55.0,122.0
358.0,11.0,467.0,59.0,110.0
93.0,52.0,456.0,62.0,235.0
