Agent 1,Agent 2,Agent 3,Agent 4,Agent 5
500.0,30.0,158.0,44.0,63.0
500.0,27.0,189.0,41.0,31.0
500.0,34.0,216.0,116.0,40.0
500.0,38.0,159.0,76.0,13.0
500.0,33.0,182.0,30.0,13.0
500.0,63.0,178.0,49.0,113.0
500.0,34.0,168.0,65.0,22.0
500.0,41.0,135.0,22.0,23.0
500.0,52.0,154.0,22.0,72.0
500.0,16.0,157.0,65.0,40.0
360.0,19.0,152.0,106.0,50.0
500.0,32.0,177.0,40.0,75.0
500.0,30.0,159.0,25.0,65.0
470.0,47.0,163.0,48.0,71.0
500.0,43.0,141.0,88.0,124.0
500.0,25.0,169.0,22.0,24.0
500.0,14.0,154.0,92.0,52.0
500.0,26.0,153.0,32.0,53.0
500.0,20.0,145.0,38.0,111.0
500.0,32.0,134.0,23.0,37.0
500.0,25.0,132.0,31.0,28.0
500.0,20.0,135.0,64.0,59.0
500.0,95.0,148.0,19.0,88.0
500.0,32.0,152.0,50.0,45.0
500.0,58.0,131.0,32.0,66.0
500.0,111.0,144.0,118.0,31.0
500.0,30.0,145.0,90.0,36.0
500.0,26.0,138.0,33.0,24.0
500.0,43.0,122.0,34.0,35.0
500.0,30.0,124.0,120.0,35.0
500.0,16.0,134.0,16.0,11.0
500.0,29.0,117.0,124.0,66.0
500.0,51.0,131.0,61.0,40.0
500.0,26.0,124.0,61.0,74.0
500.0,17.0,95.0,36.0,26.0
476.0,94.0,126.0,33.0,21.0
500.0,31.0,150.0,19.0,74.0
491.0,48.0,121.0,40.0,188.0
253.0,75.0,133.0,74.0,95.0
298.0,23.0,114.0,38.0,39.0
389.0,15.0,110.0,96.0,28.0
191.0,13.0,131.0,122.0,48.0
226.0,12.0,141.0,49.0,48.0
321.0,24.0,134.0,176.0,64.0
316.0,43.0,131.0,23.0,16.0
232.0,27.0,139.0,76.0,109.0
285.0,50.0,143.0,83.0,183.0
266.0,62.0,127.0,24.0,80.0
217.0,137.0,128.0,122.0,66.0
221.0,15.0,113.0,60.0,29.0
295.0,31.0,121.0,140.0,41.0
187.0,71.0,119.0,129.0,50.0
165.0,106.0,119.0,20.0,62.0
173.0,17.0,106.0,20.0,45.0
200.0,77.0,115.0,74.0,121.0
174.0,25.0,135.0,154.0,42.0
219.0,86.0,130.0,11.0,79.0
178.0,29.0,109.0,48.0,56.0
218.0,27.0,111.0,64.0,39.0
252.0,40.0,94.0,25.0,119.0
181.0,35.0,120.0,42.0,50.0
158.0,75.0,118.0,36.0,54.0
190.0,102.0,69.0,53.0,72.0
176.0,23.0,109.0,29.0,39.0
184.0,27.0,98.0,54.0,50.0
159.0,34.0,109.0,86.0,64.0
124.0,20.0,58.0,25.0,33.0
167.0,31.0,120.0,78.0,52.0
199.0,22.0,109.0,21.0,20.0
175.0,11.0,93.0,80.0,57.0
193.0,67.0,90.0,18.0,65.0
255.0,48.0,74.0,74.0,43.0
182.0,60.0,48.0,16.0,101.0
188.0,12.0,118.0,88.0,59.0
294.0,12.0,91.0,42.0,42.0
190.0,16.0,121.0,10.0,70.0
211.0,88.0,106.0,125.0,38.0
265.0,67.0,133.0,73.0,69.0
308.0,148.0,113.0,11.0,56.0
373.0,62.0,111.0,78.0,104.0
457.0,42.0,98.0,17.0,52.0
269.0,22.0,128.0,30.0,156.0
375.0,44.0,115.0,87.0,63.0
296.0,71.0,132.0,20.0,105.0
457.0,98.0,117.0,99.0,51.0
296.0,67.0,128.0,25.0,113.0
269.0,40.0,134.0,27.0,72.0
500.0,140.0,120.0,132.0,194.0
500.0,38.0,123.0,33.0,62.0
500.0,117.0,130.0,51.0,33.0
371.0,12.0,150.0,169.0,41.0
500.0,21.0,134.0,25.0,147.0
256.0,54.0,137.0,11.0,80.0
500.0,31.0,130.0,22.0,66.0
500.0,47.0,127.0,64.0,47.0
500.0,25.0,160.0,55.0,122.0
500.0,17.0,121.0,65.0,144.0
500.0,28.0,121.0,37.0,77.0
500.0,38.0,159.0,71.0,26.0
500.0,48.0,140.0,19.0,25.0
500.0,19.0,154.0,17.0,150.0
500.0,23.0,125.0,106.0,45.0
500.0,72.0,167.0,80.0,66.0
500.0,52.0,154.0,137.0,91.0
500.0,17.0,152.0,29.0,70.0
500.0,28.0,190.0,120.0,41.0
500.0,22.0,134.0,70.0,64.0
500.0,114.0,142.0,150.0,148.0
500.0,33.0,148.0,99.0,64.0
500.0,20.0,159.0,43.0,23.0
500.0,34.0,197.0,27.0,68.0
500.0,58.0,327.0,93.0,168.0
500.0,44.0,155.0,52.0,162.0
500.0,34.0,115.0,116.0,139.0
500.0,69.0,221.0,116.0,64.0
500.0,30.0,243.0,34.0,74.0
500.0,67.0,189.0,30.0,141.0
475.0,41.0,190.0,106.0,40.0
500.0,37.0,144.0,23.0,53.0
500.0,19.0,110.0,63.0,51.0
385.0,140.0,131.0,113.0,18.0
500.0,71.0,141.0,53.0,52.0
500.0,90.0,137.0,21.0,38.0
500.0,157.0,146.0,63.0,62.0
371.0,43.0,135.0,59.0,75.0
500.0,15.0,148.0,113.0,85.0
500.0,81.0,151.0,18.0,61.0
500.0,18.0,133.0,39.0,96.0
500.0,49.0,126.0,20.0,123.0
500.0,33.0,132.0,88.0,48.0
500.0,64.0,123.0,28.0,42.0
500.0,13.0,135.0,147.0,71.0
500.0,34.0,143.0,30.0,100.0
500.0,158.0,122.0,32.0,127.0
500.0,28.0,127.0,15.0,61.0
500.0,40.0,151.0,52.0,19.0
500.0,43.0,133.0,27.0,81.0
500.0,27.0,138.0,38.0,91.0
500.0,38.0,126.0,35.0,42.0
500.0,63.0,133.0,32.0,117.0
500.0,73.0,134.0,96.0,56.0
500.0,17.0,125.0,114.0,26.0
500.0,100.0,143.0,56.0,130.0
500.0,33.0,117.0,15.0,30.0
500.0,22.0,131.0,115.0,98.0
500.0,50.0,128.0,91.0,27.0
500.0,35.0,143.0,39.0,191.0
500.0,59.0,153.0,24.0,32.0
422.0,31.0,160.0,50.0,60.0
500.0,13.0,135.0,107.0,134.0
500.0,54.0,121.0,44.0,85.0
500.0,26.0,145.0,14.0,64.0
500.0,14.0,150.0,17.0,41.0
500.0,69.0,189.0,23.0,41.0
500.0,86.0,134.0,101.0,36.0
500.0,88.0,130.0,97.0,107.0
500.0,29.0,144.0,114.0,33.0
500.0,46.0,135.0,98.0,48.0
500.0,71.0,166.0,116.0,50.0
500.0,41.0,170.0,85.0,80.0
500.0,33.0,166.0,64.0,70.0
500.0,40.0,164.0,53.0,167.0
500.0,23.0,177.0,39.0,85.0
500.0,30.0,201.0,59.0,99.0
500.0,85.0,158.0,35.0,89.0
500.0,36.0,141.0,41.0,270.0
500.0,49.0,168.0,84.0,36.0
500.0,47.0,169.0,16.0,167.0
500.0,115.0,133.0,52.0,22.0
500.0,87.0,185.0,105.0,76.0
500.0,29.0,173.0,107.0,59.0
500.0,17.0,159.0,44.0,70.0
500.0,103.0,166.0,38.0,52.0
500.0,38.0,139.0,33.0,134.0
500.0,74.0,127.0,39.0,149.0
500.0,65.0,164.0,45.0,113.0
500.0,19.0,212.0,14.0,50.0
500.0,100.0,175.0,52.0,95.0
500.0,76.0,143.0,97.0,153.0
500.0,26.0,191.0,10.0,90.0
500.0,26.0,143.0,44.0,95.0
500.0,52.0,128.0,57.0,86.0
500.0,28.0,167.0,67.0,201.0
500.0,46.0,127.0,46.0,35.0
500.0,24.0,159.0,55.0,142.0
341.0,26.0,176.0,145.0,141.0
500.0,30.0,137.0,46.0,64.0
500.0,13.0,166.0,63.0,54.0
500.0,74.0,152.0,16.0,69.0
500.0,38.0,144.0,76.0,38.0
500.0,30.0,170.0,166.0,98.0
315.0,17.0,139.0,27.0,120.0
500.0,59.0,135.0,87.0,31.0
500.0,67.0,123.0,122.0,66.0
500.0,121.0,143.0,101.0,84.0
500.0,34.0,135.0,34.0,50.0
500.0,31.0,189.0,137.0,205.0
500.0,20.0,160.0,56.0,133.0
500.0,30.0,152.0,75.0,69.0
500.0,52.0,133.0,194.0,37.0
500.0,111.0,176.0,64.0,135.0
500.0,44.0,142.0,61.0,78.0
500.0,37.0,170.0,28.0,53.0
500.0,26.0,191.0,81.0,101.0
466.0,68.0,198.0,136.0,60.0
500.0,35.0,175.0,168.0,82.0
500.0,35.0,174.0,57.0,177.0
500.0,90.0,143.0,15.0,89.0
500.0,70.0,156.0,39.0,44.0
500.0,115.0,177.0,35.0,40.0
500.0,21.0,210.0,129.0,117.0
500.0,25.0,165.0,114.0,84.0
500.0,111.0,166.0,75.0,63.0
500.0,88.0,176.0,121.0,58.0
500.0,111.0,153.0,57.0,61.0
500.0,105.0,192.0,166.0,115.0
500.0,45.0,183.0,68.0,93.0
500.0,81.0,186.0,65.0,170.0
500.0,58.0,164.0,124.0,84.0
500.0,57.0,190.0,64.0,54.0
500.0,111.0,195.0,63.0,117.0
500.0,71.0,195.0,20.0,23.0
500.0,51.0,181.0,91.0,84.0
411.0,27.0,180.0,13.0,114.0
321.0,40.0,183.0,27.0,46.0
500.0,150.0,181.0,49.0,47.0
340.0,36.0,184.0,16.0,39.0
500.0,41.0,193.0,114.0,111.0
500.0,38.0,192.0,96.0,84.0
312.0,175.0,174.0,90.0,83.0
491.0,91.0,180.0,69.0,44.0
500.0,21.0,190.0,90.0,96.0
500.0,82.0,205.0,60.0,156.0
500.0,70.0,234.0,134.0,247.0
500.0,59.0,243.0,49.0,64.0
500.0,16.0,270.0,18.0,129.0
500.0,44.0,254.0,72.0,57.0
433.0,19.0,268.0,94.0,40.0
500.0,66.0,315.0,149.0,97.0
500.0,89.0,282.0,101.0,156.0
257.0,81.0,273.0,78.0,76.0
500.0,81.0,260.0,32.0,35.0
500.0,126.0,312.0,45.0,50.0
363.0,52.0,198.0,32.0,153.0
500.0,94.0,254.0,119.0,65.0
351.0,25.0,201.0,57.0,74.0
500.0,37.0,172.0,90.0,84.0
416.0,141.0,171.0,90.0,112.0
418.0,18.0,214.0,146.0,89.0
500.0,20.0,222.0,18.0,131.0
358.0,118.0,229.0,119.0,108.0
429.0,18.0,185.0,22.0,158.0
500.0,56.0,207.0,199.0,56.0
330.0,129.0,251.0,67.0,50.0
393.0,14.0,294.0,29.0,173.0
348.0,58.0,196.0,99.0,107.0
308.0,56.0,209.0,74.0,61.0
338.0,100.0,277.0,182.0,104.0
500.0,73.0,224.0,18.0,151.0
500.0,30.0,225.0,23.0,53.0
500.0,50.0,328.0,12.0,30.0
500.0,33.0,263.0,58.0,80.0
500.0,33.0,266.0,40.0,68.0
500.0,54.0,214.0,192.0,32.0
500.0,38.0,294.0,63.0,61.0
162.0,24.0,211.0,40.0,44.0
500.0,34.0,252.0,100.0,135.0
500.0,23.0,178.0,62.0,45.0
500.0,62.0,201.0,113.0,70.0
500.0,53.0,208.0,193.0,139.0
500.0,35.0,195.0,85.0,169.0
500.0,58.0,177.0,102.0,102.0
500.0,16.0,206.0,121.0,46.0
500.0,146.0,221.0,83.0,142.0
500.0,132.0,202.0,186.0,77.0
500.0,98.0,174.0,80.0,238.0
500.0,53.0,197.0,18.0,116.0
500.0,115.0,192.0,177.0,68.0
500.0,32.0,181.0,15.0,78.0
257.0,43.0,182.0,69.0,137.0
359.0,23.0,197.0,54.0,40.0
500.0,72.0,194.0,169.0,118.0
500.0,32.0,177.0,93.0,104.0
500.0,97.0,262.0,58.0,149.0
500.0,58.0,248.0,118.0,117.0
500.0,45.0,189.0,108.0,143.0
500.0,109.0,301.0,27.0,79.0
500.0,122.0,257.0,127.0,149.0
500.0,20.0,301.0,130.0,141.0
500.0,68.0,286.0,76.0,150.0
500.0,113.0,266.0,33.0,238.0
500.0,92.0,272.0,227.0,135.0
500.0,102.0,276.0,60.0,133.0
500.0,65.0,257.0,45.0,76.0
500.0,27.0,263.0,53.0,137.0
500.0,41.0,247.0,101.0,124.0
500.0,70.0,339.0,158.0,97.0
500.0,16.0,350.0,110.0,110.0
500.0,168.0,476.0,72.0,102.0
500.0,44.0,334.0,53.0,99.0
500.0,83.0,418.0,87.0,198.0
500.0,90.0,444.0,14.0,82.0
500.0,113.0,238.0,51.0,81.0
500.0,65.0,378.0,29.0,82.0
500.0,38.0,318.0,15.0,98.0
500.0,130.0,415.0,37.0,190.0
500.0,113.0,387.0,33.0,70.0
177.0,26.0,180.0,98.0,174.0
500.0,60.0,405.0,56.0,56.0
500.0,125.0,314.0,52.0,80.0
500.0,48.0,280.0,192.0,44.0
500.0,153.0,242.0,57.0,92.0
500.0,109.0,356.0,94.0,117.0
333.0,23.0,361.0,48.0,163.0
500.0,130.0,500.0,133.0,96.0
500.0,125.0,416.0,98.0,45.0
500.0,76.0,500.0,96.0,106.0
500.0,118.0,482.0,139.0,135.0
500.0,30.0,271.0,29.0,103.0
500.0,89.0,268.0,78.0,183.0
500.0,62.0,309.0,53.0,154.0
500.0,13.0,377.0,98.0,281.0
500.0,14.0,268.0,105.0,166.0
500.0,41.0,267.0,83.0,87.0
500.0,58.0,369.0,92.0,176.0
496.0,19.0,303.0,142.0,165.0
500.0,128.0,338.0,229.0,71.0
500.0,179.0,364.0,84.0,143.0
500.0,147.0,330.0,35.0,183.0
500.0,91.0,365.0,220.0,48.0
500.0,63.0,354.0,148.0,285.0
500.0,35.0,325.0,23.0,47.0
497.0,81.0,421.0,93.0,250.0
500.0,126.0,364.0,55.0,71.0
500.0,228.0,291.0,88.0,122.0
500.0,104.0,308.0,45.0,28.0
500.0,58.0,325.0,91.0,144.0
500.0,131.0,292.0,205.0,224.0
500.0,84.0,295.0,34.0,93.0
500.0,61.0,312.0,72.0,180.0
500.0,97.0,308.0,156.0,98.0
500.0,70.0,263.0,24.0,106.0
500.0,59.0,300.0,42.0,159.0
500.0,136.0,211.0,165.0,152.0
500.0,46.0,211.0,108.0,44.0
500.0,62.0,239.0,125.0,193.0
500.0,23.0,211.0,23.0,67.0
500.0,109.0,199.0,63.0,55.0
500.0,84.0,219.0,115.0,99.0
500.0,13.0,230.0,122.0,142.0
500.0,36.0,209.0,138.0,118.0
500.0,87.0,205.0,63.0,91.0
500.0,188.0,209.0,312.0,132.0
500.0,19.0,202.0,123.0,194.0
500.0,118.0,174.0,167.0,200.0
500.0,58.0,178.0,35.0,146.0
500.0,102.0,214.0,14.0,197.0
500.0,110.0,180.0,165.0,96.0
500.0,37.0,208.0,110.0,179.0
500.0,36.0,213.0,98.0,49.0
500.0,162.0,184.0,66.0,150.0
450.0,42.0,193.0,119.0,150.0
500.0,120.0,196.0,22.0,197.0
500.0,100.0,188.0,46.0,78.0
500.0,120.0,205.0,76.0,143.0
500.0,67.0,180.0,56.0,124.0
500.0,92.0,183.0,91.0,191.0
500.0,121.0,182.0,176.0,151.0
500.0,33.0,181.0,131.0,184.0
500.0,26.0,217.0,268.0,25.0
500.0,101.0,195.0,29.0,116.0
500.0,109.0,180.0,128.0,78.0
500.0,144.0,191.0,53.0,130.0
440.0,60.0,161.0,24.0,69.0
500.0,98.0,169.0,72.0,109.0
500.0,99.0,173.0,65.0,203.0
500.0,151.0,185.0,43.0,138.0
500.0,80.0,180.0,22.0,224.0
500.0,118.0,184.0,299.0,204.0
500.0,198.0,180.0,276.0,88.0
437.0,127.0,194.0,128.0,159.0
500.0,117.0,196.0,161.0,198.0
500.0,96.0,188.0,151.0,113.0
500.0,80.0,194.0,148.0,211.0
500.0,120.0,185.0,151.0,51.0
500.0,184.0,203.0,155.0,48.0
500.0,68.0,205.0,153.0,261.0
500.0,145.0,205.0,137.0,135.0
500.0,107.0,194.0,166.0,121.0
500.0,104.0,210.0,323.0,80.0
500.0,73.0,213.0,116.0,81.0
500.0,27.0,213.0,185.0,155.0
500.0,110.0,210.0,50.0,69.0
500.0,42.0,222.0,91.0,190.0
500.0,65.0,192.0,70.0,79.0
500.0,28.0,236.0,164.0,202.0
500.0,129.0,221.0,135.0,145.0
500.0,36.0,198.0,239.0,154.0
500.0,136.0,232.0,174.0,139.0
500.0,124.0,224.0,395.0,176.0
500.0,71.0,226.0,151.0,139.0
500.0,57.0,230.0,125.0,187.0
500.0,16.0,255.0,22.0,122.0
500.0,27.0,287.0,25.0,200.0
500.0,109.0,227.0,112.0,78.0
500.0,62.0,222.0,292.0,231.0
500.0,136.0,226.0,50.0,183.0
500.0,105.0,253.0,151.0,77.0
500.0,103.0,221.0,142.0,104.0
500.0,72.0,238.0,144.0,124.0
500.0,90.0,210.0,68.0,106.0
500.0,58.0,74.0,143.0,103.0
500.0,111.0,214.0,89.0,25.0
500.0,22.0,188.0,100.0,218.0
397.0,77.0,185.0,150.0,139.0
457.0,153.0,261.0,125.0,174.0
500.0,118.0,259.0,37.0,225.0
422.0,65.0,240.0,315.0,121.0
500.0,20.0,320.0,197.0,249.0
423.0,106.0,21.0,273.0,175.0
457.0,144.0,123.0,204.0,128.0
372.0,96.0,258.0,249.0,99.0
236.0,147.0,177.0,91.0,175.0
359.0,68.0,236.0,198.0,140.0
373.0,30.0,235.0,251.0,169.0
378.0,25.0,258.0,155.0,128.0
289.0,43.0,293.0,122.0,24.0
309.0,116.0,227.0,285.0,159.0
312.0,94.0,232.0,160.0,215.0
341.0,32.0,266.0,217.0,50.0
267.0,52.0,262.0,54.0,134.0
265.0,152.0,230.0,112.0,41.0
284.0,35.0,258.0,29.0,126.0
233.0,91.0,232.0,126.0,228.0
294.0,129.0,266.0,78.0,137.0
228.0,128.0,282.0,120.0,47.0
228.0,156.0,275.0,21.0,196.0
234.0,110.0,255.0,88.0,195.0
389.0,47.0,261.0,122.0,139.0
473.0,76.0,259.0,149.0,83.0
417.0,194.0,252.0,38.0,147.0
500.0,105.0,250.0,27.0,146.0
446.0,35.0,258.0,43.0,81.0
500.0,96.0,306.0,242.0,75.0
500.0,143.0,310.0,100.0,144.0
500.0,133.0,311.0,71.0,112.0
500.0,73.0,302.0,167.0,84.0
500.0,124.0,276.0,73.0,127.0
500.0,113.0,340.0,57.0,233.0
500.0,145.0,280.0,194.0,35.0
500.0,84.0,462.0,42.0,140.0
500.0,26.0,297.0,118.0,150.0
500.0,59.0,397.0,87.0,190.0
500.0,120.0,455.0,197.0,49.0
500.0,71.0,103.0,34.0,148.0
500.0,155.0,313.0,149.0,235.0
485.0,136.0,428.0,166.0,288.0
500.0,98.0,391.0,96.0,208.0
456.0,98.0,299.0,40.0,121.0
492.0,108.0,279.0,133.0,76.0
495.0,100.0,293.0,110.0,286.0
500.0,51.0,254.0,50.0,163.0
449.0,171.0,263.0,149.0,283.0
500.0,75.0,253.0,58.0,89.0
500.0,107.0,282.0,118.0,187.0
500.0,15.0,259.0,49.0,89.0
500.0,26.0,277.0,49.0,180.0
500.0,127.0,264.0,36.0,162.0
500.0,125.0,253.0,106.0,108.0
500.0,53.0,311.0,161.0,150.0
500.0,130.0,269.0,171.0,179.0
500.0,98.0,277.0,161.0,227.0
500.0,90.0,302.0,134.0,295.0
500.0,117.0,311.0,200.0,101.0
500.0,109.0,274.0,40.0,138.0
500.0,81.0,322.0,137.0,154.0
500.0,40.0,286.0,71.0,143.0
464.0,55.0,297.0,21.0,153.0
500.0,129.0,319.0,191.0,224.0
500.0,49.0,311.0,106.0,121.0
500.0,106.0,337.0,142.0,129.0
500.0,30.0,297.0,53.0,175.0
480.0,165.0,310.0,171.0,188.0
500.0,102.0,287.0,18.0,46.0
435.0,109.0,289.0,90.0,113.0
500.0,68.0,293.0,199.0,158.0
404.0,42.0,269.0,77.0,237.0
500.0,130.0,293.0,123.0,263.0
500.0,118.0,278.0,145.0,158.0
500.0,151.0,303.0,283.0,198.0
500.0,56.0,275.0,97.0,166.0
500.0,90.0,282.0,198.0,187.0
500.0,179.0,250.0,110.0,36.0
500.0,52.0,246.0,117.0,231.0
500.0,63.0,235.0,53.0,182.0
500.0,148.0,237.0,144.0,143.0
500.0,55.0,234.0,115.0,123.0
500.0,144.0,221.0,137.0,203.0
500.0,58.0,187.0,180.0,130.0
500.0,44.0,173.0,126.0,185.0
500.0,57.0,191.0,41.0,224.0
500.0,117.0,175.0,52.0,331.0
500.0,118.0,180.0,479.0,379.0
500.0,153.0,173.0,234.0,145.0
500.0,70.0,187.0,19.0,137.0
500.0,140.0,172.0,183.0,60.0
500.0,162.0,187.0,120.0,206.0
500.0,140.0,174.0,276.0,108.0
500.0,153.0,184.0,119.0,116.0
500.0,199.0,185.0,153.0,139.0
500.0,122.0,167.0,111.0,68.0
500.0,143.0,162.0,47.0,48.0
500.0,126.0,181.0,159.0,184.0
500.0,112.0,178.0,149.0,196.0
500.0,129.0,184.0,216.0,152.0
500.0,77.0,182.0,93.0,323.0
472.0,115.0,182.0,85.0,150.0
500.0,61.0,168.0,50.0,204.0
500.0,51.0,172.0,154.0,125.0
500.0,100.0,155.0,194.0,162.0
500.0,112.0,161.0,113.0,182.0
500.0,109.0,168.0,299.0,125.0
500.0,61.0,164.0,115.0,429.0
500.0,215.0,154.0,39.0,156.0
500.0,140.0,145.0,366.0,129.0
500.0,29.0,137.0,127.0,196.0
500.0,125.0,15.0,369.0,35.0
500.0,134.0,25.0,361.0,93.0
500.0,122.0,144.0,51.0,134.0
500.0,39.0,149.0,222.0,185.0
500.0,101.0,159.0,144.0,135.0
500.0,61.0,24.0,292.0,43.0
500.0,127.0,147.0,56.0,132.0
415.0,129.0,147.0,181.0,161.0
500.0,32.0,138.0,148.0,161.0
500.0,124.0,147.0,60.0,134.0
500.0,85.0,150.0,112.0,205.0
500.0,225.0,149.0,107.0,137.0
500.0,47.0,146.0,118.0,109.0
500.0,125.0,169.0,137.0,500.0
500.0,126.0,144.0,129.0,113.0
500.0,148.0,156.0,235.0,172.0
500.0,114.0,145.0,163.0,97.0
500.0,143.0,157.0,137.0,177.0
500.0,132.0,154.0,124.0,267.0
500.0,19.0,158.0,137.0,117.0
500.0,214.0,180.0,109.0,197.0
500.0,115.0,155.0,155.0,129.0
438.0,65.0,156.0,23.0,198.0
490.0,62.0,135.0,166.0,104.0
500.0,212.0,161.0,147.0,258.0
500.0,163.0,181.0,41.0,51.0
500.0,64.0,162.0,129.0,158.0
500.0,145.0,162.0,185.0,283.0
500.0,113.0,181.0,143.0,168.0
500.0,51.0,149.0,342.0,256.0
500.0,42.0,159.0,133.0,148.0
500.0,83.0,160.0,116.0,181.0
500.0,77.0,163.0,200.0,169.0
500.0,144.0,155.0,65.0,158.0
500.0,121.0,154.0,112.0,148.0
500.0,103.0,167.0,347.0,137.0
500.0,100.0,151.0,113.0,166.0
500.0,111.0,25.0,109.0,76.0
500.0,143.0,142.0,119.0,326.0
500.0,84.0,156.0,133.0,178.0
500.0,103.0,151.0,82.0,129.0
500.0,142.0,144.0,155.0,213.0
500.0,108.0,150.0,352.0,139.0
500.0,17.0,140.0,129.0,330.0
500.0,173.0,163.0,334.0,76.0
500.0,132.0,147.0,210.0,250.0
500.0,136.0,154.0,44.0,118.0
500.0,139.0,132.0,105.0,251.0
500.0,125.0,159.0,109.0,170.0
500.0,96.0,152.0,129.0,95.0
500.0,48.0,138.0,34.0,98.0
500.0,26.0,167.0,158.0,163.0
500.0,141.0,154.0,117.0,176.0
500.0,141.0,150.0,9.0,59.0
500.0,115.0,139.0,286.0,217.0
500.0,124.0,135.0,302.0,171.0
500.0,169.0,28.0,305.0,128.0
500.0,81.0,143.0,143.0,116.0
500.0,159.0,159.0,15.0,150.0
500.0,23.0,152.0,19.0,205.0
500.0,115.0,162.0,127.0,176.0
500.0,119.0,154.0,258.0,149.0
323.0,106.0,171.0,97.0,100.0
500.0,106.0,152.0,143.0,125.0
500.0,134.0,169.0,232.0,92.0
500.0,169.0,163.0,83.0,158.0
500.0,145.0,166.0,159.0,189.0
500.0,103.0,192.0,217.0,106.0
500.0,45.0,180.0,41.0,123.0
500.0,153.0,26.0,161.0,165.0
500.0,47.0,114.0,111.0,220.0
500.0,204.0,157.0,126.0,78.0
500.0,148.0,203.0,266.0,143.0
500.0,154.0,185.0,138.0,122.0
500.0,209.0,181.0,341.0,144.0
500.0,272.0,189.0,166.0,191.0
500.0,82.0,195.0,143.0,151.0
500.0,148.0,208.0,114.0,257.0
500.0,106.0,46.0,166.0,154.0
500.0,172.0,213.0,62.0,196.0
500.0,154.0,182.0,130.0,165.0
500.0,98.0,198.0,411.0,117.0
500.0,76.0,191.0,186.0,343.0
500.0,15.0,162.0,78.0,214.0
500.0,171.0,200.0,212.0,199.0
500.0,114.0,219.0,174.0,177.0
500.0,154.0,174.0,157.0,210.0
500.0,131.0,198.0,173.0,194.0
500.0,153.0,184.0,44.0,156.0
500.0,150.0,176.0,207.0,230.0
500.0,166.0,195.0,152.0,136.0
500.0,87.0,203.0,195.0,177.0
500.0,115.0,172.0,71.0,127.0
500.0,118.0,192.0,198.0,82.0
500.0,120.0,225.0,17.0,363.0
500.0,121.0,214.0,75.0,154.0
500.0,43.0,189.0,149.0,245.0
500.0,152.0,230.0,88.0,257.0
500.0,129.0,215.0,44.0,498.0
500.0,25.0,135.0,141.0,127.0
500.0,113.0,209.0,170.0,304.0
500.0,255.0,207.0,160.0,253.0
500.0,117.0,253.0,45.0,222.0
500.0,111.0,240.0,27.0,175.0
500.0,138.0,227.0,135.0,194.0
500.0,168.0,140.0,270.0,126.0
500.0,176.0,236.0,77.0,500.0
500.0,60.0,183.0,57.0,146.0
500.0,197.0,112.0,111.0,479.0
500.0,128.0,400.0,161.0,177.0
500.0,71.0,76.0,220.0,265.0
500.0,188.0,270.0,69.0,103.0
500.0,112.0,232.0,57.0,192.0
500.0,103.0,76.0,311.0,285.0
500.0,131.0,225.0,160.0,127.0
500.0,69.0,211.0,142.0,137.0
500.0,97.0,238.0,25.0,134.0
500.0,113.0,229.0,166.0,250.0
500.0,182.0,245.0,147.0,221.0
500.0,117.0,232.0,84.0,300.0
442.0,34.0,247.0,156.0,120.0
500.0,87.0,235.0,117.0,163.0
500.0,199.0,241.0,174.0,285.0
500.0,170.0,500.0,209.0,95.0
500.0,96.0,304.0,47.0,133.0
500.0,124.0,208.0,193.0,197.0
500.0,187.0,296.0,226.0,151.0
500.0,54.0,188.0,154.0,78.0
500.0,142.0,206.0,129.0,176.0
500.0,143.0,199.0,433.0,184.0
500.0,45.0,235.0,295.0,150.0
500.0,172.0,208.0,151.0,198.0
500.0,66.0,194.0,99.0,77.0
500.0,133.0,220.0,133.0,166.0
500.0,125.0,223.0,83.0,29.0
500.0,111.0,202.0,51.0,303.0
500.0,38.0,213.0,272.0,123.0
500.0,146.0,223.0,199.0,174.0
500.0,17.0,231.0,119.0,124.0
500.0,113.0,230.0,54.0,157.0
500.0,178.0,232.0,64.0,233.0
500.0,203.0,218.0,151.0,123.0
500.0,246.0,221.0,31.0,146.0
500.0,193.0,208.0,141.0,150.0
500.0,149.0,221.0,155.0,142.0
500.0,288.0,200.0,168.0,135.0
500.0,121.0,212.0,188.0,296.0
500.0,126.0,239.0,466.0,169.0
500.0,91.0,218.0,266.0,154.0
500.0,191.0,236.0,149.0,160.0
500.0,53.0,202.0,151.0,155.0
500.0,293.0,205.0,90.0,267.0
500.0,153.0,192.0,117.0,180.0
500.0,154.0,192.0,261.0,247.0
500.0,118.0,201.0,194.0,63.0
500.0,150.0,192.0,115.0,235.0
500.0,106.0,184.0,96.0,232.0
500.0,148.0,175.0,311.0,195.0
500.0,195.0,195.0,147.0,112.0
500.0,143.0,172.0,297.0,150.0
500.0,146.0,179.0,241.0,308.0
500.0,109.0,177.0,162.0,169.0
500.0,211.0,150.0,127.0,171.0
500.0,141.0,173.0,202.0,65.0
500.0,161.0,161.0,154.0,143.0
500.0,206.0,161.0,167.0,41.0
500.0,215.0,173.0,131.0,236.0
500.0,146.0,182.0,276.0,236.0
500.0,56.0,172.0,14.0,46.0
500.0,250.0,165.0,199.0,155.0
500.0,159.0,170.0,172.0,149.0
500.0,158.0,163.0,189.0,369.0
