Episode,Average Reward
1,16.9
2,25.4
3,19.0
4,22.6
5,18.1
6,21.7
7,22.8
8,17.6
9,17.3
10,25.2
11,29.0
12,23.7
13,20.0
14,32.2
15,18.4
16,27.0
17,23.4
18,24.5
19,24.8
20,42.1
21,34.5
22,23.4
23,30.0
24,31.8
25,24.5
26,31.1
27,29.7
28,27.1
29,32.8
30,39.3
31,31.6
32,29.3
33,29.3
34,35.2
35,25.2
36,40.1
37,50.4
38,39.6
39,40.9
40,35.7
41,37.7
42,32.9
43,36.0
44,47.7
45,41.1
46,36.3
47,49.0
48,55.7
49,57.6
50,51.0
51,42.5
52,39.7
53,37.6
54,56.8
55,54.7
56,77.6
57,66.0
58,83.6
59,88.4
60,72.2
61,60.8
62,83.0
63,52.1
64,72.3
65,103.4
66,110.9
67,95.4
68,111.6
69,94.9
70,114.0
71,92.1
72,111.4
73,106.1
74,116.8
75,127.9
76,110.2
77,92.6
78,74.4
79,72.5
80,82.2
81,70.0
82,76.4
83,104.0
84,98.8
85,57.5
86,64.3
87,99.5
88,63.6
89,108.7
90,61.7
91,92.2
92,115.3
93,115.5
94,123.9
95,109.7
96,85.8
97,84.4
98,73.1
99,100.1
100,112.3
101,112.4
102,101.0
103,121.1
104,92.9
105,117.4
106,79.5
107,95.0
108,71.3
109,109.3
110,104.1
111,136.4
112,110.5
113,121.3
114,98.8
115,102.6
116,109.7
117,108.3
118,108.5
119,96.7
120,108.7
121,100.6
122,91.5
123,109.7
124,97.1
125,102.6
126,88.7
127,96.7
128,97.2
129,117.6
130,109.8
131,127.8
132,138.3
133,141.5
134,153.1
135,115.7
136,142.7
137,153.1
138,144.9
139,151.3
140,131.4
141,150.2
142,143.1
143,172.7
144,186.1
145,116.8
146,148.3
147,173.9
148,158.4
149,130.7
150,138.1
151,89.3
152,85.7
153,92.1
154,94.4
155,134.3
156,183.4
157,161.9
158,181.1
159,174.5
160,162.3
161,154.0
162,149.5
163,149.5
164,146.4
165,157.0
166,150.5
167,171.2
168,191.4
169,178.5
170,199.0
171,170.4
172,126.8
173,177.8
174,167.1
175,195.7
176,158.7
177,159.9
178,156.9
179,180.0
180,124.6
181,159.0
182,158.3
183,185.4
184,179.6
185,155.1
186,175.7
187,179.1
188,166.4
189,190.8
190,163.7
191,122.0
192,135.0
193,78.4
194,107.1
195,93.3
196,84.6
197,73.0
198,96.4
199,79.3
200,99.8
201,106.9
202,131.1
203,102.9
204,104.2
205,131.3
206,123.4
207,118.9
208,102.3
209,88.5
210,94.0
211,131.8
212,109.0
213,110.4
214,119.3
215,119.0
216,108.4
217,135.9
218,121.9
219,153.8
220,115.3
221,128.4
222,141.3
223,111.7
224,116.3
225,139.9
226,99.0
227,132.5
228,132.3
229,130.8
230,148.2
231,119.9
232,124.4
233,149.3
234,140.4
235,140.4
236,151.6
237,82.5
238,125.4
239,156.6
240,147.2
241,139.6
242,185.5
243,148.2
244,173.6
245,173.6
246,136.5
247,137.8
248,149.7
249,184.5
250,161.8
251,172.4
252,184.1
253,143.2
254,147.2
255,173.1
256,171.6
257,160.6
258,150.1
259,199.3
260,161.7
261,190.1
262,171.2
263,159.3
264,180.2
265,210.5
266,161.4
267,158.3
268,196.6
269,209.6
270,211.6
271,170.1
272,186.8
273,175.7
274,169.8
275,199.3
276,187.6
277,168.3
278,186.6
279,215.9
280,178.9
281,223.2
282,172.9
283,195.4
284,191.2
285,211.1
286,236.9
287,189.1
288,166.8
289,210.4
290,240.9
291,217.3
292,239.6
293,205.0
294,225.4
295,187.2
296,256.0
297,278.0
298,229.3
299,269.9
300,256.4
301,259.3
302,270.0
303,213.9
304,244.9
305,225.6
306,231.2
307,197.5
308,142.4
309,188.5
310,179.2
